data,query,filter,order,engine,preproc_time,total_time,mem_cost,coverage,coverage_per_time
human,query_16_1,VEQ,CFL,MM,5.90531,100007.0,440896,42,0.00041997060205785597
human,query_16_1,VEQ,CFL,MMN,4.54811,100006.0,440896,42,0.0004199748015119093
human,query_16_1,VEQ,CFL,MMI,4.64555,100006.0,440896,42,0.0004199748015119093
human,query_16_2,VEQ,CFL,MM,9.19801,607.626,375780,157,0.2583826235217058
human,query_16_2,VEQ,CFL,MMN,9.96065,574.956,375780,157,0.27306437362163366
human,query_16_2,VEQ,CFL,MMI,9.13889,444.92,375780,157,0.3528724265036411
human,query_16_3,VEQ,CFL,MM,13.0301,100014.0,223152,373,0.003729477873097766
human,query_16_3,VEQ,CFL,MMN,16.9143,100018.0,223152,373,0.0037293287208302506
human,query_16_3,VEQ,CFL,MMI,13.174,100014.0,223152,373,0.003729477873097766
human,query_16_4,VEQ,CFL,MM,11.0556,23.8028,279448,160,6.721898264069773
human,query_16_4,VEQ,CFL,MMN,11.0108,23.2899,279448,160,6.869930742510702
human,query_16_4,VEQ,CFL,MMI,10.987,21.6755,279448,160,7.381605960646813
human,query_16_5,VEQ,CFL,MM,52.1385,100053.0,2226544,157,0.0015691683407793868
human,query_16_5,VEQ,CFL,MMN,82.2328,100083.0,2226544,157,0.0015686979806760388
human,query_16_5,VEQ,CFL,MMI,74.8202,100076.0,2226544,158,0.0015788001119149445
human,query_16_6,VEQ,CFL,MM,70.7236,100072.0,2151424,208,0.002078503477496203
human,query_16_6,VEQ,CFL,MMN,59.5301,100061.0,2151424,208,0.0020787319734961673
human,query_16_6,VEQ,CFL,MMI,68.9108,100070.0,2151424,208,0.002078545018487059
human,query_16_7,VEQ,CFL,MM,30.6183,100032.0,916120,124,0.0012396033269353806
human,query_16_7,VEQ,CFL,MMN,21.1342,100022.0,916120,124,0.0012397272600027994
human,query_16_7,VEQ,CFL,MMI,30.3185,100031.0,916120,149,0.0014895382431446252
human,query_16_8,VEQ,CFL,MM,2.16986,13.645,14700,93,6.8156834005130085
human,query_16_8,VEQ,CFL,MMN,2.08883,19.3247,14700,93,4.812493855014567
human,query_16_8,VEQ,CFL,MMI,2.65443,17.3075,14700,93,5.373393037700419
human,query_16_9,VEQ,CFL,MM,16.8345,100018.0,437380,158,0.0015797156511827871
human,query_16_9,VEQ,CFL,MMN,14.2904,100015.0,437380,158,0.0015797630355446682
human,query_16_9,VEQ,CFL,MMI,14.832,100016.0,437380,166,0.0016597344424892017
human,query_16_10,VEQ,CFL,MM,128.181,100129.0,4928716,166,0.0016578613588470873
human,query_16_10,VEQ,CFL,MMN,112.631,100114.0,4928716,166,0.0016581097548794374
human,query_16_10,VEQ,CFL,MMI,98.2754,100099.0,4928716,211,0.0021079131659656938
human,query_16_11,VEQ,CFL,MM,95.7054,100097.0,2804504,214,0.0021379262115747725
human,query_16_11,VEQ,CFL,MMN,100.09,100101.0,2804504,214,0.0021378407808113806
human,query_16_11,VEQ,CFL,MMI,114.426,100115.0,2804504,63,0.0006292763322179493
human,query_16_12,VEQ,CFL,MM,29.0638,100030.0,2073296,72,0.0007197840647805658
human,query_16_12,VEQ,CFL,MMN,25.5684,100027.0,2073296,72,0.000719805652473832
