data,query,filter,order,engine,preproc_time,total_time,mem_cost,coverage,coverage_per_time
wordnet,query_8_1,VEQ,CFL,MM,1129.04,101130.0,11146760,59277,0.58614654405221
wordnet,query_8_1,VEQ,CFL,MMN,1214.25,101215.0,11146760,60063,0.59341994763622
wordnet,query_8_1,VEQ,CFL,MMI,1057.65,101059.0,11146760,60107,0.5947713711792122
wordnet,query_8_2,VEQ,CFL,MM,870.399,100871.0,8662400,24124,0.23915694302624144
wordnet,query_8_2,VEQ,CFL,MMN,861.431,100862.0,8662400,25100,0.24885487101187762
wordnet,query_8_2,VEQ,CFL,MMI,978.405,100979.0,8662400,23,0.0002277701304231573
wordnet,query_8_3,VEQ,CFL,MM,1102.73,101104.0,11146760,59194,0.5854763411932268
wordnet,query_8_3,VEQ,CFL,MMN,1117.36,101118.0,11146760,60004,0.5934057240056172
wordnet,query_8_3,VEQ,CFL,MMI,1343.15,101344.0,11146760,60078,0.5928125986738239
wordnet,query_8_4,VEQ,CFL,MM,1073.85,101075.0,9663856,2929,0.028978481325748207
wordnet,query_8_4,VEQ,CFL,MMN,1020.22,101021.0,9663856,5049,0.04997970718959424
wordnet,query_8_4,VEQ,CFL,MMI,922.708,100924.0,9663856,801,0.007936665213427925
wordnet,query_8_5,VEQ,CFL,MM,951.831,100953.0,9910292,10279,0.10181965865303656
wordnet,query_8_5,VEQ,CFL,MMN,864.358,100865.0,9910292,15454,0.15321469290635997
wordnet,query_8_5,VEQ,CFL,MMI,965.235,100966.0,9910292,14480,0.1434146148208308
wordnet,query_8_6,VEQ,CFL,MM,1040.99,101042.0,10418776,58411,0.5780863403337226
wordnet,query_8_6,VEQ,CFL,MMN,1069.13,101070.0,10418776,59122,0.5849609181755219
wordnet,query_8_6,VEQ,CFL,MMI,1127.53,101129.0,10418776,59560,0.588950746076793
wordnet,query_8_7,VEQ,CFL,MM,1158.21,101159.0,11146760,59206,0.5852766436995225
wordnet,query_8_7,VEQ,CFL,MMN,1198.16,101199.0,11146760,60029,0.5931777981995869
wordnet,query_8_7,VEQ,CFL,MMI,1233.86,101235.0,11146760,60088,0.5935496616782733
wordnet,query_8_8,VEQ,CFL,MM,88.3803,486.651,298176,13397,27.528968398297753
wordnet,query_8_8,VEQ,CFL,MMN,50.5623,347.325,298176,13397,38.57194270495933
wordnet,query_8_8,VEQ,CFL,MMI,95.8366,527.089,298176,13397,25.416959944146054
wordnet,query_8_9,VEQ,CFL,MM,1080.81,101082.0,10771372,59178,0.5854454799074019
wordnet,query_8_9,VEQ,CFL,MMN,1155.99,101157.0,10771372,59875,0.5919016973615271
wordnet,query_8_9,VEQ,CFL,MMI,1077.62,101079.0,10771372,59714,0.5907656387578033
wordnet,query_8_10,VEQ,CFL,MM,460.955,100462.0,2297820,41318,0.4112798869224184
wordnet,query_8_10,VEQ,CFL,MMN,459.789,100461.0,2297820,51221,0.5098595474860891
wordnet,query_8_10,VEQ,CFL,MMI,470.633,88588.3,2297820,51534,0.5817246747030929
wordnet,query_8_11,VEQ,CFL,MM,1134.73,63474.2,9363000,60850,0.9586572182083429
wordnet,query_8_11,VEQ,CFL,MMN,910.706,38647.4,9363000,60850,1.5744914276251443
wordnet,query_8_11,VEQ,CFL,MMI,970.308,38902.7,9363000,60850,1.5641587858940382
wordnet,query_8_12,VEQ,CFL,MM,107.326,41156.1,518888,15069,0.366142564528709
wordnet,query_8_12,VEQ,CFL,MMN,103.419,33725.0,518888,15069,0.446819866567828
wordnet,query_8_12,VEQ,CFL,MMI,161.108,34123.6,518888,15069,0.44160053452742387
wordnet,query_8_13,VEQ,CFL,MM,1215.34,101217.0,9809520,42890,0.4237430471165911
wordnet,query_8_13,VEQ,CFL,MMN,1061.52,101063.0,9809520,42890,0.42438874761287515
wordnet,query_8_13,VEQ,CFL,MMI,1081.93,101083.0,9809520,46065,0.4557146107654106
wordnet,query_8_14,VEQ,CFL,MM,1085.95,101087.0,10806768,41305,0.4086084264049779
wordnet,query_8_14,VEQ,CFL,MMN,991.723,100993.0,10806768,42843,0.42421752002614044
wordnet,query_8_14,VEQ,CFL,MMI,986.631,100988.0,10806768,40142,0.39749277141838635
wordnet,query_8_15,VEQ,CFL,MM,1275.28,101276.0,11242176,56601,0.5588787076898771
wordnet,query_8_15,VEQ,CFL,MMN,1326.06,101327.0,11242176,56915,0.5616962902286656
wordnet,query_8_15,VEQ,CFL,MMI,1182.57,101184.0,11242176,54998,0.5435444339025933
wordnet,query_8_16,VEQ,CFL,MM,1021.97,101023.0,9720184,57868,0.5728200508795027
wordnet,query_8_16,VEQ,CFL,MMN,990.55,100992.0,9720184,58965,0.5838581273764258
wordnet,query_8_16,VEQ,CFL,MMI,995.199,100996.0,9720184,58896,0.5831518079923957
wordnet,query_8_17,VEQ,CFL,MM,540.57,100542.0,4680764,52803,0.525183505400728
wordnet,query_8_17,VEQ,CFL,MMN,633.23,100634.0,4680764,54968,0.5462169843194149
wordnet,query_8_17,VEQ,CFL,MMI,631.228,100632.0,4680764,57979,0.5761487399634311
wordnet,query_8_18,VEQ,CFL,MM,386.183,31486.3,3048144,60391,1.91800878477306
wordnet,query_8_18,VEQ,CFL,MMN,430.331,28186.9,3048144,60391,2.14252010685815
wordnet,query_8_18,VEQ,CFL,MMI,449.341,29704.0,3048144,60391,2.0330931861028816
wordnet,query_8_19,VEQ,CFL,MM,1143.37,101145.0,11251672,47995,0.4745167828365218
