data,query,filter,order,engine,preproc_time,total_time,mem_cost,coverage,coverage_per_time
dblp,query_16_1,VEQ,CFL,MM,114.878,56588.5,126752,2765,0.04886151779955291
dblp,query_16_1,VEQ,CFL,MMN,110.722,54454.9,126752,2765,0.05077596322828616
dblp,query_16_1,VEQ,CFL,MMI,111.899,100113.0,126752,2538,0.025351352971142608
dblp,query_16_2,VEQ,CFL,MM,69.5304,9319.47,66484,443,0.04753489200566127
dblp,query_16_2,VEQ,CFL,MMN,54.693,8985.95,66484,443,0.049299183725705124
dblp,query_16_2,VEQ,CFL,MMI,69.7313,10533.3,66484,443,0.042057095117389615
dblp,query_16_3,VEQ,CFL,MM,73.1205,28809.8,74996,525,0.01822296579636096
dblp,query_16_3,VEQ,CFL,MMN,63.7892,27357.2,74996,525,0.01919056043747167
dblp,query_16_3,VEQ,CFL,MMI,65.0419,22075.6,74996,525,0.023781913062385623
dblp,query_16_4,VEQ,CFL,MM,72.1315,100074.0,71604,754,0.00753442452585087
dblp,query_16_4,VEQ,CFL,MMN,76.5199,100079.0,71604,754,0.007534048101999421
dblp,query_16_4,VEQ,CFL,MMI,72.2716,100073.0,71604,632,0.006315389765471206
dblp,query_16_5,VEQ,CFL,MM,55.7807,39899.1,116900,581,0.01456173196889153
dblp,query_16_5,VEQ,CFL,MMN,72.7693,39026.1,116900,581,0.014887472742600466
dblp,query_16_5,VEQ,CFL,MMI,72.7844,44195.7,116900,581,0.013146075296918027
dblp,query_16_6,VEQ,CFL,MM,103.458,100106.0,115556,2055,0.02052824006553054
dblp,query_16_6,VEQ,CFL,MMN,101.139,100102.0,115556,2059,0.020569019600007992
dblp,query_16_6,VEQ,CFL,MMI,102.681,100105.0,115556,1838,0.01836072124269517
dblp,query_16_7,VEQ,CFL,MM,108.899,100111.0,72508,363,0.003625975167564004
dblp,query_16_7,VEQ,CFL,MMN,84.0438,100085.0,72508,363,0.0036269171204476197
dblp,query_16_7,VEQ,CFL,MMI,78.7289,100080.0,72508,438,0.0043764988009592325
dblp,query_16_8,VEQ,CFL,MM,92.7248,40019.2,100692,781,0.01951563249640173
dblp,query_16_8,VEQ,CFL,MMN,95.8654,39294.1,100692,781,0.01987575742923238
dblp,query_16_8,VEQ,CFL,MMI,92.7407,39495.8,100692,781,0.019774254477691298
dblp,query_16_9,VEQ,CFL,MM,80.0282,10700.3,79548,1335,0.12476285711615563
