data,query,filter,order,engine,preproc_time,total_time,mem_cost,coverage,coverage_per_time
youtube,query_24_1,VEQ,CFL,MM,668.737,100673.0,519680,3330,0.033077389170879976
youtube,query_24_1,VEQ,CFL,MMN,670.778,100675.0,519680,3364,0.03341445244598957
youtube,query_24_1,VEQ,CFL,MMI,666.586,100671.0,519680,3495,0.034717048603868046
youtube,query_24_2,VEQ,CFL,MM,722.082,100726.0,646328,8164,0.08105156563350079
youtube,query_24_2,VEQ,CFL,MMN,723.521,100725.0,646328,8207,0.08147927525440556
youtube,query_24_2,VEQ,CFL,MMI,779.345,100781.0,646328,8593,0.08526408747680614
youtube,query_24_3,VEQ,CFL,MM,663.509,100665.0,535352,2489,0.024725574926737198
youtube,query_24_3,VEQ,CFL,MMN,659.507,100661.0,535352,2489,0.02472655745522099
youtube,query_24_3,VEQ,CFL,MMI,657.435,100659.0,535352,2830,0.028114723969044
youtube,query_24_4,VEQ,CFL,MM,766.686,100768.0,691752,12299,0.1220526357573833
youtube,query_24_4,VEQ,CFL,MMN,774.822,100776.0,691752,12299,0.12204294673334921
youtube,query_24_4,VEQ,CFL,MMI,703.569,100705.0,691752,13011,0.1291991460205551
youtube,query_24_5,VEQ,CFL,MM,681.471,100683.0,588264,3327,0.03304430738059057
youtube,query_24_5,VEQ,CFL,MMN,701.012,100705.0,588264,3337,0.0331363884613475
youtube,query_24_5,VEQ,CFL,MMI,670.398,100672.0,588264,4788,0.04756039415130324
youtube,query_24_6,VEQ,CFL,MM,660.235,100666.0,567116,1499,0.014890827091570143
youtube,query_24_6,VEQ,CFL,MMN,672.459,100678.0,567116,1515,0.015047974731321639
youtube,query_24_6,VEQ,CFL,MMI,671.535,100673.0,567116,2883,0.028637271165059153
youtube,query_24_7,VEQ,CFL,MM,669.792,100675.0,595736,2354,0.023382170350136577
youtube,query_24_7,VEQ,CFL,MMN,698.069,100699.0,595736,2368,0.02351562577582697
youtube,query_24_7,VEQ,CFL,MMI,692.929,100698.0,595736,2884,0.028640092156745914
youtube,query_24_8,VEQ,CFL,MM,681.343,100685.0,628704,6467,0.06423002433331677
youtube,query_24_8,VEQ,CFL,MMN,669.28,100671.0,628704,6526,0.06482502408836706
youtube,query_24_8,VEQ,CFL,MMI,682.482,100686.0,628704,7860,0.07806447768309398
youtube,query_24_9,VEQ,CFL,MM,707.707,100712.0,571292,3129,0.03106879021367861
youtube,query_24_9,VEQ,CFL,MMN,706.113,100710.0,571292,3129,0.031069407208817398
youtube,query_24_9,VEQ,CFL,MMI,708.045,100712.0,571292,3860,0.03832711096989435
youtube,query_24_10,VEQ,CFL,MM,733.234,100737.0,721660,6822,0.06772089698918968
youtube,query_24_10,VEQ,CFL,MMN,758.106,100762.0,721660,6888,0.06835910363033683
youtube,query_24_10,VEQ,CFL,MMI,750.831,100754.0,721660,7536,0.07479603787442682
youtube,query_24_11,VEQ,CFL,MM,756.477,100760.0,715160,5904,0.058594680428741566
youtube,query_24_11,VEQ,CFL,MMN,783.722,100787.0,715160,5937,0.05890640658021372
youtube,query_24_11,VEQ,CFL,MMI,754.604,100756.0,715160,7495,0.07438762952082258
youtube,query_24_12,VEQ,CFL,MM,697.907,100701.0,673968,5980,0.05938372012194516
youtube,query_24_12,VEQ,CFL,MMN,683.642,100689.0,673968,6092,0.06050313341079959
youtube,query_24_12,VEQ,CFL,MMI,701.291,100705.0,673968,6439,0.06393922843950152
youtube,query_24_13,VEQ,CFL,MM,694.683,100700.0,605808,1826,0.0181330685203575
youtube,query_24_13,VEQ,CFL,MMN,755.732,100763.0,605808,1826,0.018121731191012572
youtube,query_24_13,VEQ,CFL,MMI,705.034,100711.0,605808,2089,0.020742520677979565
youtube,query_24_14,VEQ,CFL,MM,705.506,100710.0,630964,5414,0.05375831595670738
youtube,query_24_14,VEQ,CFL,MMN,724.177,100728.0,630964,5422,0.05382813120482884
youtube,query_24_14,VEQ,CFL,MMI,723.57,100728.0,630964,6499,0.06452029227225796
youtube,query_24_15,VEQ,CFL,MM,724.644,100726.0,693216,7384,0.07330778547743383
youtube,query_24_15,VEQ,CFL,MMN,727.713,100731.0,693216,7413,0.07359204217172469
youtube,query_24_15,VEQ,CFL,MMI,707.553,100711.0,693216,8336,0.08277149467287585
youtube,query_24_16,VEQ,CFL,MM,694.055,100698.0,726340,4905,0.04871000417088721
youtube,query_24_16,VEQ,CFL,MMN,824.787,100826.0,726340,4994,0.04953087497272529
youtube,query_24_16,VEQ,CFL,MMI,675.481,100679.0,726340,6080,0.060389952224396345
youtube,query_24_17,VEQ,CFL,MM,527.985,100533.0,386284,2504,0.024907244387415078
youtube,query_24_17,VEQ,CFL,MMN,504.772,100510.0,386284,2504,0.024912943985673067
youtube,query_24_17,VEQ,CFL,MMI,581.377,100586.0,386284,3081,0.030630505239297716
youtube,query_24_18,VEQ,CFL,MM,587.278,100592.0,475052,4246,0.04221011611261333
youtube,query_24_18,VEQ,CFL,MMN,591.173,100593.0,475052,4246,0.04220969649975644
youtube,query_24_18,VEQ,CFL,MMI,583.551,100588.0,475052,4300,0.04274863800850996
youtube,query_24_19,VEQ,CFL,MM,689.803,100693.0,681688,10962,0.10886556165771205
youtube,query_24_19,VEQ,CFL,MMN,694.001,100697.0,681688,11030,0.1095365303832289
youtube,query_24_19,VEQ,CFL,MMI,645.456,100649.0,681688,12056,0.11978261085554749
youtube,query_24_20,VEQ,CFL,MM,628.028,100631.0,557292,6725,0.0668283133428069
youtube,query_24_20,VEQ,CFL,MMN,608.704,100612.0,557292,6752,0.06710929113823401
youtube,query_24_20,VEQ,CFL,MMI,641.985,100645.0,557292,6857,0.0681305579015351
youtube,query_24_21,VEQ,CFL,MM,646.074,100650.0,759560,6374,0.0633283656234476
youtube,query_24_21,VEQ,CFL,MMN,693.844,100695.0,759560,6459,0.06414419782511545
youtube,query_24_21,VEQ,CFL,MMI,646.236,100648.0,759560,7546,0.0749741673952786
youtube,query_24_22,VEQ,CFL,MM,638.281,100640.0,625504,3084,0.03064387917329094
youtube,query_24_22,VEQ,CFL,MMN,623.002,100628.0,625504,3153,0.031333227332352824
youtube,query_24_22,VEQ,CFL,MMI,649.976,100651.0,625504,3633,0.036095021410616886
youtube,query_24_23,VEQ,CFL,MM,641.216,100643.0,605416,3081,0.0306131573979313
youtube,query_24_23,VEQ,CFL,MMN,634.9,100636.0,605416,3081,0.030615286776103978
youtube,query_24_23,VEQ,CFL,MMI,616.499,100621.0,605416,3547,0.035251090726587886
youtube,query_24_24,VEQ,CFL,MM,646.187,100648.0,639012,6498,0.06456164056911215
youtube,query_24_24,VEQ,CFL,MMN,664.656,100666.0,639012,6512,0.06468917012695448
youtube,query_24_24,VEQ,CFL,MMI,660.108,100664.0,639012,7750,0.0769887944051498
youtube,query_24_25,VEQ,CFL,MM,612.589,100614.0,693904,6203,0.06165146003538275
youtube,query_24_25,VEQ,CFL,MMN,571.49,100575.0,693904,6202,0.06166542381307482
youtube,query_24_25,VEQ,CFL,MMI,628.293,100630.0,693904,6984,0.06940276259564743
youtube,query_24_26,VEQ,CFL,MM,672.416,100674.0,689076,7915,0.07862010052247849
youtube,query_24_26,VEQ,CFL,MMN,682.296,100686.0,689076,7920,0.07866038972647638
youtube,query_24_26,VEQ,CFL,MMI,682.51,100686.0,689076,8889,0.08828436922710207
youtube,query_24_27,VEQ,CFL,MM,705.384,100709.0,697524,8308,0.08249510967242252
youtube,query_24_27,VEQ,CFL,MMN,691.337,100693.0,697524,8324,0.08266711688002146
youtube,query_24_27,VEQ,CFL,MMI,690.107,100691.0,697524,9313,0.0924908879641676
youtube,query_24_28,VEQ,CFL,MM,666.13,100668.0,668620,3507,0.03483728692335201
youtube,query_24_28,VEQ,CFL,MMN,753.984,100759.0,668620,3506,0.034795899125636416
youtube,query_24_28,VEQ,CFL,MMI,757.029,100762.0,668620,5302,0.052619042893154166
youtube,query_24_29,VEQ,CFL,MM,610.018,100611.0,464376,596,0.005923805548101103
youtube,query_24_29,VEQ,CFL,MMN,605.497,100607.0,464376,597,0.005933980736926854
youtube,query_24_29,VEQ,CFL,MMI,618.408,100624.0,464376,788,0.007831133725552553
youtube,query_24_30,VEQ,CFL,MM,784.92,100789.0,728012,5029,0.049896318050580916
youtube,query_24_30,VEQ,CFL,MMN,763.777,100767.0,728012,5040,0.050016374408288426
youtube,query_24_30,VEQ,CFL,MMI,779.33,100783.0,728012,7466,0.07407995396048937
youtube,query_24_31,VEQ,CFL,MM,681.036,100685.0,657924,5238,0.05202363807915777
youtube,query_24_31,VEQ,CFL,MMN,692.226,100696.0,657924,5394,0.05356717247954239
youtube,query_24_31,VEQ,CFL,MMI,704.764,100709.0,657924,6192,0.06148407788777567
youtube,query_24_32,VEQ,CFL,MM,642.158,100646.0,466532,4173,0.04146215448204598
youtube,query_24_32,VEQ,CFL,MMN,617.791,100619.0,466532,4173,0.041473280394358915
youtube,query_24_32,VEQ,CFL,MMI,657.592,100663.0,466532,4209,0.041812781260244576
youtube,query_24_33,VEQ,CFL,MM,632.55,100636.0,592240,5724,0.05687825430263524
youtube,query_24_33,VEQ,CFL,MMN,624.625,100629.0,592240,5803,0.05766727285374991
youtube,query_24_33,VEQ,CFL,MMI,632.743,100637.0,592240,5881,0.058437751522799765
youtube,query_24_34,VEQ,CFL,MM,690.585,100694.0,624248,6990,0.06941823743222039
youtube,query_24_34,VEQ,CFL,MMN,778.487,100782.0,624248,7046,0.06991327816475164
youtube,query_24_34,VEQ,CFL,MMI,697.258,100699.0,624248,7983,0.07927586172653155
youtube,query_24_35,VEQ,CFL,MM,774.246,100779.0,551528,2539,0.02519374075948362
youtube,query_24_35,VEQ,CFL,MMN,660.643,100665.0,551528,2539,0.02522227189191874
youtube,query_24_35,VEQ,CFL,MMI,679.887,100684.0,551528,2705,0.026866234952922015
youtube,query_24_36,VEQ,CFL,MM,627.436,848.998,389364,306,0.36042487732597717
youtube,query_24_36,VEQ,CFL,MMN,597.985,806.337,389364,306,0.3794939336778543
youtube,query_24_36,VEQ,CFL,MMI,596.855,911.86,389364,306,0.3355778299300331
youtube,query_24_37,VEQ,CFL,MM,654.376,100658.0,534600,4343,0.04314609867074649
youtube,query_24_37,VEQ,CFL,MMN,658.329,100662.0,534600,4531,0.045012020424787906
youtube,query_24_37,VEQ,CFL,MMI,618.865,100622.0,534600,4746,0.04716662360120053
youtube,query_24_38,VEQ,CFL,MM,550.829,7468.96,394388,5655,0.7571335232749941
youtube,query_24_38,VEQ,CFL,MMN,549.567,7410.14,394388,5655,0.7631434763715665
youtube,query_24_38,VEQ,CFL,MMI,599.403,7199.95,394388,5655,0.7854221209869513
youtube,query_24_39,VEQ,CFL,MM,627.331,100629.0,538332,2112,0.02098798557075992
youtube,query_24_39,VEQ,CFL,MMN,617.757,100619.0,538332,2119,0.02105964082330375
youtube,query_24_39,VEQ,CFL,MMI,632.334,100637.0,538332,2260,0.022456949233383348
youtube,query_24_40,VEQ,CFL,MM,689.998,100694.0,677768,4724,0.046914413967068545
youtube,query_24_40,VEQ,CFL,MMN,675.945,100677.0,677768,4876,0.04843211458426453
youtube,query_24_40,VEQ,CFL,MMI,696.752,100698.0,677768,6712,0.0666547498460744
youtube,query_24_41,VEQ,CFL,MM,640.959,100642.0,609888,8225,0.08172532342362036
youtube,query_24_41,VEQ,CFL,MMN,638.993,100642.0,609888,8338,0.08284811510105125
youtube,query_24_41,VEQ,CFL,MMI,633.422,100635.0,609888,8169,0.08117454166045611
youtube,query_24_42,VEQ,CFL,MM,692.786,100696.0,698564,6515,0.06469969015651068
youtube,query_24_42,VEQ,CFL,MMN,695.056,100698.0,698564,6515,0.06469840513217741
youtube,query_24_42,VEQ,CFL,MMI,686.259,100688.0,698564,7551,0.07499404099793422
youtube,query_24_43,VEQ,CFL,MM,534.518,100536.0,409692,1160,0.011538155486591867
youtube,query_24_43,VEQ,CFL,MMN,532.396,100537.0,409692,1203,0.011965743954961855
youtube,query_24_43,VEQ,CFL,MMI,546.281,100548.0,409692,96,0.0009547678720611051
youtube,query_24_44,VEQ,CFL,MM,666.144,100670.0,623120,6265,0.0622330386411046
youtube,query_24_44,VEQ,CFL,MMN,617.464,100619.0,623120,6269,0.06230433615917471
youtube,query_24_44,VEQ,CFL,MMI,606.946,100608.0,623120,6538,0.06498489185750636
youtube,query_24_45,VEQ,CFL,MM,601.809,100606.0,572924,4271,0.04245273641731109
youtube,query_24_45,VEQ,CFL,MMN,607.806,100609.0,572924,4271,0.042451470544384695
youtube,query_24_45,VEQ,CFL,MMI,626.289,100628.0,572924,4609,0.04580236117184084
youtube,query_24_46,VEQ,CFL,MM,671.144,100673.0,621144,5438,0.054016469162536135
youtube,query_24_46,VEQ,CFL,MMN,654.093,100655.0,621144,5475,0.05439372112662064
youtube,query_24_46,VEQ,CFL,MMI,674.528,100678.0,621144,5855,0.058155704324678675
youtube,query_24_47,VEQ,CFL,MM,660.546,100665.0,648980,3946,0.03919932449212735
youtube,query_24_47,VEQ,CFL,MMN,632.88,100634.0,648980,4012,0.039867241687699985
youtube,query_24_47,VEQ,CFL,MMI,640.01,100644.0,648980,4719,0.046888041015857876
youtube,query_24_48,VEQ,CFL,MM,578.755,100580.0,590128,2921,0.029041558958043348
youtube,query_24_48,VEQ,CFL,MMN,573.592,100578.0,590128,2921,0.02904213645131142
youtube,query_24_48,VEQ,CFL,MMI,591.065,100596.0,590128,3080,0.03061751958328363
youtube,query_24_49,VEQ,CFL,MM,608.646,100610.0,586316,2395,0.023804790776264784
youtube,query_24_49,VEQ,CFL,MMN,609.439,100611.0,586316,2395,0.023804554173996878
youtube,query_24_49,VEQ,CFL,MMI,618.638,100620.0,586316,2909,0.02891075332935798
youtube,query_24_50,VEQ,CFL,MM,623.154,100625.0,678672,6961,0.06917763975155279
youtube,query_24_50,VEQ,CFL,MMN,650.962,100652.0,678672,6961,0.06915908278027262
youtube,query_24_50,VEQ,CFL,MMI,614.163,100617.0,678672,8311,0.0826003558046851
