data,query,filter,order,engine,preproc_time,total_time,mem_cost,coverage,coverage_per_time
eu2005,query_32_1,VEQ,CFL,MM,1119.94,101125,649552,697,0.006892459826946848
eu2005,query_32_1,VEQ,CFL,MMN,1188.05,101189,649552,697,0.006888100485230608
eu2005,query_32_1,VEQ,CFL,MMI,1196.69,101198,649552,589,0.005820273127927429
eu2005,query_32_2,VEQ,CFL,MM,1473.91,101479,712212,995,0.00980498428246238
eu2005,query_32_2,VEQ,CFL,MMN,1429.62,101431,712212,995,0.009809624276601828
eu2005,query_32_2,VEQ,CFL,MMI,1439.47,101444,712212,64,0.0006308899491344978
eu2005,query_32_3,VEQ,CFL,MM,1121.34,101123,472212,1173,0.011599734976217082
eu2005,query_32_3,VEQ,CFL,MMN,1126.51,101128,472212,1173,0.011599161458745353
eu2005,query_32_3,VEQ,CFL,MMI,1109.26,101111,472212,127,0.0012560453363135563
eu2005,query_32_4,VEQ,CFL,MM,2341.0,102345,2375120,5452,0.053270799745957303
eu2005,query_32_4,VEQ,CFL,MMN,2302.93,102307,2375120,5452,0.05329058617689894
eu2005,query_32_4,VEQ,CFL,MMI,2283.05,102288,2375120,1051,0.010274910057875801
eu2005,query_32_5,VEQ,CFL,MM,1255.25,101260,525576,692,0.006833892948844559
eu2005,query_32_5,VEQ,CFL,MMN,1228.79,101234,525576,692,0.006835648102416185
eu2005,query_32_5,VEQ,CFL,MMI,1227.97,101229,525576,694,0.00685574291951911
eu2005,query_32_6,VEQ,CFL,MM,1235.41,101240,900936,754,0.007447649150533386
eu2005,query_32_6,VEQ,CFL,MMN,1255.41,101257,900936,754,0.007446398767492618
eu2005,query_32_6,VEQ,CFL,MMI,1236.18,101241,900936,32,0.0003160774784919153
eu2005,query_32_7,VEQ,CFL,MM,1360.08,101364,921180,2719,0.02682411901661339
eu2005,query_32_7,VEQ,CFL,MMN,1335.16,101337,921180,2719,0.026831265973928577
eu2005,query_32_7,VEQ,CFL,MMI,1513.56,101515,921180,191,0.001881495345515441
eu2005,query_32_8,VEQ,CFL,MM,1801.88,101803,1408552,1367,0.013427895052208677
eu2005,query_32_8,VEQ,CFL,MMN,1826.13,101831,1408552,1367,0.013424202845891723
eu2005,query_32_8,VEQ,CFL,MMI,1751.07,101756,1408552,509,0.005002162034671174
eu2005,query_32_9,VEQ,CFL,MM,1547.94,101553,1206708,4835,0.04761060726911071
eu2005,query_32_9,VEQ,CFL,MMN,1575.64,101577,1206708,4835,0.0475993581224096
eu2005,query_32_9,VEQ,CFL,MMI,1541.62,101543,1206708,4429,0.04361698984666595
eu2005,query_32_10,VEQ,CFL,MM,989.729,100991,380292,786,0.0077828717410462316
eu2005,query_32_10,VEQ,CFL,MMN,986.174,100987,380292,786,0.007783180013269035
eu2005,query_32_10,VEQ,CFL,MMI,958.602,100960,380292,127,0.0012579239302694136
eu2005,query_32_11,VEQ,CFL,MM,1237.77,101239,1383196,63,0.0006222898290184612
eu2005,query_32_11,VEQ,CFL,MMN,1315.01,101320,1383196,63,0.0006217923410975128
eu2005,query_32_11,VEQ,CFL,MMI,1300.84,101305,1383196,32,0.0003158777947781452
eu2005,query_32_12,VEQ,CFL,MM,1348.22,101353,891276,602,0.005939636715242765
eu2005,query_32_12,VEQ,CFL,MMN,1361.64,101363,891276,602,0.005939050738435129
eu2005,query_32_12,VEQ,CFL,MMI,1353.9,101355,891276,349,0.003443342706329239
eu2005,query_32_13,VEQ,CFL,MM,1280.8,101282,1025496,64,0.0006318990541261033
eu2005,query_32_13,VEQ,CFL,MMN,1284.33,101286,1025496,64,0.0006318740990857571
eu2005,query_32_13,VEQ,CFL,MMI,1246.49,101248,1025496,32,0.0003160556257901391
eu2005,query_32_14,VEQ,CFL,MM,1120.25,101125,742148,1509,0.0149221260815822
eu2005,query_32_14,VEQ,CFL,MMN,1125.91,101127,742148,1509,0.014921830965024177
eu2005,query_32_14,VEQ,CFL,MMI,1123.36,101128,742148,32,0.00031643066213116053
eu2005,query_32_15,VEQ,CFL,MM,1074.83,101076,906500,4586,0.04537179943804662
eu2005,query_32_15,VEQ,CFL,MMN,1072.56,101074,906500,4586,0.04537269723173121
eu2005,query_32_15,VEQ,CFL,MMI,1071.83,101073,906500,94,0.0009300208760005145
eu2005,query_32_16,VEQ,CFL,MM,1816.12,101817,1488100,267,0.0026223518665841657
eu2005,query_32_16,VEQ,CFL,MMN,1793.86,101795,1488100,267,0.0026229186109337395
eu2005,query_32_16,VEQ,CFL,MMI,1760.55,101762,1488100,96,0.000943377685187005
eu2005,query_32_17,VEQ,CFL,MM,1970.41,101972,2136976,666,0.006531204644412192
eu2005,query_32_17,VEQ,CFL,MMN,1976.17,101981,2136976,666,0.00653062825428266
eu2005,query_32_17,VEQ,CFL,MMI,1957.46,101964,2136976,160,0.0015691812796673336
eu2005,query_32_18,VEQ,CFL,MM,1472.93,101474,1660928,3126,0.030805920728462464
eu2005,query_32_18,VEQ,CFL,MMN,1544.93,101549,1660928,3126,0.030783168716580173
eu2005,query_32_18,VEQ,CFL,MMI,1466.44,101468,1660928,11166,0.11004454606378365
eu2005,query_32_19,VEQ,CFL,MM,1645.92,101650,1738352,5971,0.05874077717658632
eu2005,query_32_19,VEQ,CFL,MMN,1673.95,101675,1738352,5971,0.058726333907056796
eu2005,query_32_19,VEQ,CFL,MMI,1763.82,101765,1738352,128,0.0012577998329484598
eu2005,query_32_20,VEQ,CFL,MM,1165.6,101167,973520,3933,0.038876313422361045
eu2005,query_32_20,VEQ,CFL,MMN,1207.13,101208,973520,3933,0.03886056438226227
eu2005,query_32_20,VEQ,CFL,MMI,1117.8,101119,973520,350,0.003461268406530919
eu2005,query_32_21,VEQ,CFL,MM,2149.85,102151,2404748,5353,0.052402815439888006
eu2005,query_32_21,VEQ,CFL,MMN,2102.79,102106,2404748,5353,0.052425910328482164
eu2005,query_32_21,VEQ,CFL,MMI,1949.25,101954,2404748,5536,0.054298997587147145
eu2005,query_32_22,VEQ,CFL,MM,1705.18,101710,1834648,485,0.004768459345197129
eu2005,query_32_22,VEQ,CFL,MMN,1817.05,101818,1834648,485,0.00476340136321672
eu2005,query_32_22,VEQ,CFL,MMI,1824.83,101826,1834648,1145,0.01124467228409247
