data,query,filter,order,engine,preproc_time,total_time,mem_cost,coverage,coverage_per_time
eu2005,query_16_1,VEQ,CFL,MM,1023.02,101028.0,835012,3091,0.03059547848121313
eu2005,query_16_1,VEQ,CFL,MMN,1150.77,101156.0,835012,3090,0.030546878089287834
eu2005,query_16_1,VEQ,CFL,MMI,1256.77,101258.0,835012,6723,0.06639475399474609
eu2005,query_16_2,VEQ,CFL,MM,859.851,5546.76,463612,2148,0.3872530991065054
eu2005,query_16_2,VEQ,CFL,MMN,854.28,5267.7,463612,2148,0.4077680961330372
eu2005,query_16_2,VEQ,CFL,MMI,867.65,5342.97,463612,2148,0.40202359361927914
eu2005,query_16_3,VEQ,CFL,MM,1215.45,101220.0,966956,2135,0.021092669432918397
eu2005,query_16_3,VEQ,CFL,MMN,1212.04,101217.0,966956,2135,0.02109329460466127
eu2005,query_16_3,VEQ,CFL,MMI,1182.89,101187.0,966956,5581,0.05515530651170605
eu2005,query_16_4,VEQ,CFL,MM,1328.77,101334.0,1041244,6470,0.06384826415615687
eu2005,query_16_4,VEQ,CFL,MMN,1351.59,101353.0,1041244,6470,0.06383629492960248
eu2005,query_16_4,VEQ,CFL,MMI,1430.38,101432.0,1041244,7247,0.07144688066882246
eu2005,query_16_5,VEQ,CFL,MM,948.354,100950.0,761080,1144,0.01133234274393264
eu2005,query_16_5,VEQ,CFL,MMN,901.524,100907.0,761080,1144,0.011337171851308631
eu2005,query_16_5,VEQ,CFL,MMI,893.097,100898.0,761080,16,0.00015857598763107297
eu2005,query_16_6,VEQ,CFL,MM,820.464,7121.81,463888,2214,0.3108760273020482
eu2005,query_16_6,VEQ,CFL,MMN,815.476,7047.07,463888,2214,0.3141731244332751
eu2005,query_16_6,VEQ,CFL,MMI,808.338,7120.21,463888,2214,0.3109458850230541
eu2005,query_16_7,VEQ,CFL,MM,1205.78,101207.0,1240980,5690,0.056221407610145546
eu2005,query_16_7,VEQ,CFL,MMN,1329.74,101331.0,1240980,5690,0.05615260877717579
eu2005,query_16_7,VEQ,CFL,MMI,1238.97,101243.0,1240980,1811,0.017887656430568038
eu2005,query_16_8,VEQ,CFL,MM,1177.22,101179.0,934280,3253,0.032150940412536196
eu2005,query_16_8,VEQ,CFL,MMN,1266.13,101271.0,934280,3253,0.0321217327764118
eu2005,query_16_8,VEQ,CFL,MMI,1192.85,101198.0,934280,7052,0.06968517164370837
eu2005,query_16_9,VEQ,CFL,MM,868.675,100873.0,613740,770,0.007633360760560309
