data,query,filter,order,engine,preproc_time,total_time,mem_cost,coverage,coverage_per_time
wordnet,query_24_1,VEQ,CFL,MM,1376.03,101377.0,13101072,9913,0.09778352091697327
wordnet,query_24_1,VEQ,CFL,MMN,1477.58,101479.0,13101072,11935,0.11761054011174726
wordnet,query_24_1,VEQ,CFL,MMI,1731.83,101733.0,13101072,11920,0.11716945337304513
wordnet,query_24_2,VEQ,CFL,MM,961.956,100963.0,5259932,52277,0.5177837425591554
wordnet,query_24_2,VEQ,CFL,MMN,874.752,100876.0,5259932,52277,0.518230302549665
wordnet,query_24_2,VEQ,CFL,MMI,882.638,100884.0,5259932,0,0.0
wordnet,query_24_3,VEQ,CFL,MM,38.7079,43.4176,106860,543,12.50644899764151
wordnet,query_24_3,VEQ,CFL,MMN,64.3166,71.5369,106860,543,7.590488265496548
wordnet,query_24_3,VEQ,CFL,MMI,37.9127,44.9441,106860,543,12.081674791574423
wordnet,query_24_4,VEQ,CFL,MM,2572.59,102574.0,23483960,5687,0.055442899760173144
wordnet,query_24_4,VEQ,CFL,MMN,2588.58,102590.0,23483960,9427,0.09189004776293985
wordnet,query_24_4,VEQ,CFL,MMI,2612.95,102614.0,23483960,4876,0.047517882550139355
wordnet,query_24_5,VEQ,CFL,MM,2992.7,102994.0,30317684,58973,0.5725867526263666
wordnet,query_24_5,VEQ,CFL,MMN,3193.55,103195.0,30317684,59963,0.5810649740782015
wordnet,query_24_5,VEQ,CFL,MMI,3149.53,103151.0,30317684,59869,0.58040154724627
wordnet,query_24_6,VEQ,CFL,MM,2129.32,102131.0,17936744,3451,0.03378993645416181
wordnet,query_24_6,VEQ,CFL,MMN,2056.33,102057.0,17936744,3465,0.03395161527381757
wordnet,query_24_6,VEQ,CFL,MMI,2097.45,102099.0,17936744,5088,0.04983398466194576
wordnet,query_24_7,VEQ,CFL,MM,1679.19,101680.0,17143028,59913,0.5892309205350118
wordnet,query_24_7,VEQ,CFL,MMN,1844.17,101845.0,17143028,60210,0.5911924984044381
wordnet,query_24_7,VEQ,CFL,MMI,1707.65,101709.0,17143028,60762,0.597410258679173
wordnet,query_24_8,VEQ,CFL,MM,2952.86,102954.0,27821728,52088,0.505934689278707
wordnet,query_24_8,VEQ,CFL,MMN,2695.14,102696.0,27821728,52092,0.5072446833372283
wordnet,query_24_8,VEQ,CFL,MMI,2956.58,102958.0,27821728,599,0.005817906330736805
wordnet,query_24_9,VEQ,CFL,MM,1140.24,101141.0,7506280,22762,0.22505215491244895
wordnet,query_24_9,VEQ,CFL,MMN,1058.31,101059.0,7506280,22762,0.2252347638508198
wordnet,query_24_9,VEQ,CFL,MMI,1069.03,101070.0,7506280,22908,0.22665479370733155
wordnet,query_24_10,VEQ,CFL,MM,3241.58,103243.0,33547356,50464,0.4887885861511192
wordnet,query_24_10,VEQ,CFL,MMN,3081.23,103082.0,33547356,55647,0.5398323664655323
wordnet,query_24_10,VEQ,CFL,MMI,3146.79,103148.0,33547356,55701,0.540010470392058
wordnet,query_24_11,VEQ,CFL,MM,813.897,100815.0,6848844,61737,0.6123791102514506
wordnet,query_24_11,VEQ,CFL,MMN,763.975,100765.0,6848844,61754,0.6128516846127128
wordnet,query_24_11,VEQ,CFL,MMI,799.138,100800.0,6848844,61894,0.6140277777777777
wordnet,query_24_12,VEQ,CFL,MM,30.0179,35.6907,44052,330,9.246106128487254
wordnet,query_24_12,VEQ,CFL,MMN,40.4249,47.2618,44052,330,6.982383235509439
wordnet,query_24_12,VEQ,CFL,MMI,30.9522,36.7581,44052,330,8.977613097521363
wordnet,query_24_13,VEQ,CFL,MM,2050.74,102052.0,16658488,10496,0.10284952769176499
wordnet,query_24_13,VEQ,CFL,MMN,2080.3,102081.0,16658488,15959,0.1563366346332814
wordnet,query_24_13,VEQ,CFL,MMI,2014.82,102016.0,16658488,17672,0.17322772898368882
wordnet,query_24_14,VEQ,CFL,MM,3039.07,103040.0,29959520,2890,0.028047360248447204
wordnet,query_24_14,VEQ,CFL,MMN,3025.77,103027.0,29959520,3043,0.029535946887709046
wordnet,query_24_14,VEQ,CFL,MMI,3024.44,103026.0,29959520,8406,0.0815910546852251
wordnet,query_24_15,VEQ,CFL,MM,2980.17,102981.0,28806280,43745,0.4247870966488964
wordnet,query_24_15,VEQ,CFL,MMN,2942.57,102944.0,28806280,49343,0.47931885296860427
wordnet,query_24_15,VEQ,CFL,MMI,3224.56,103226.0,28806280,24,0.00023249956406331737
wordnet,query_24_16,VEQ,CFL,MM,3108.85,103110.0,29719912,45573,0.44198428862379985
wordnet,query_24_16,VEQ,CFL,MMN,3043.92,103045.0,29719912,49435,0.4797418603522733
wordnet,query_24_16,VEQ,CFL,MMI,3000.32,103001.0,29719912,49574,0.4812962980941933
wordnet,query_24_17,VEQ,CFL,MM,2508.71,102510.0,22401664,21257,0.2073651351087699
wordnet,query_24_17,VEQ,CFL,MMN,2475.05,102476.0,22401664,27855,0.2718197431593739
wordnet,query_24_17,VEQ,CFL,MMI,2455.8,102457.0,22401664,29092,0.2839435080082376
