data,query,filter,order,engine,preproc_time,total_time,mem_cost,coverage,coverage_per_time
yeast,query_4_1,VEQ,CFL,MM,1.54357,1.87506,5020,188,100.26345823600312
yeast,query_4_1,VEQ,CFL,MMN,1.53784,1.87392,5020,188,100.32445355191257
yeast,query_4_1,VEQ,CFL,MMI,1.48729,1.81951,5020,188,103.32452143709021
yeast,query_4_2,VEQ,CFL,MM,0.334348,0.372755,460,27,72.43363603439256
yeast,query_4_2,VEQ,CFL,MMN,0.321821,0.354122,460,27,76.2449099462897
yeast,query_4_2,VEQ,CFL,MMI,0.328426,0.364578,460,27,74.05822622319504
yeast,query_4_3,VEQ,CFL,MM,2.08679,2.89835,8472,265,91.43133161971465
yeast,query_4_3,VEQ,CFL,MMN,2.07259,2.83636,8472,265,93.42960696103457
yeast,query_4_3,VEQ,CFL,MMI,2.04845,2.8818,8472,265,91.95641612880839
yeast,query_4_4,VEQ,CFL,MM,8.88654,14.5265,19964,487,33.5249371837676
yeast,query_4_4,VEQ,CFL,MMN,4.46244,7.1507,19964,487,68.10522046792622
yeast,query_4_4,VEQ,CFL,MMI,4.46679,7.15319,19964,487,68.08151328288497
yeast,query_4_5,VEQ,CFL,MM,1.5926,2.23986,7004,157,70.09366656844624
yeast,query_4_5,VEQ,CFL,MMN,1.55307,2.21731,7004,157,70.80651780761373
yeast,query_4_5,VEQ,CFL,MMI,1.53984,2.20095,7004,157,71.33283354914923
yeast,query_4_6,VEQ,CFL,MM,0.961868,1.09212,3372,137,125.44409039299711
yeast,query_4_6,VEQ,CFL,MMN,1.01306,1.14214,3372,137,119.95026879366803
yeast,query_4_6,VEQ,CFL,MMI,1.8963,2.16438,3372,137,63.297572514992744
yeast,query_4_7,VEQ,CFL,MM,0.3717,0.413582,64,4,9.671600795005585
yeast,query_4_7,VEQ,CFL,MMN,0.360614,0.394784,64,4,10.132122882386318
yeast,query_4_7,VEQ,CFL,MMI,0.361752,0.400253,64,4,9.993678998033744
yeast,query_4_8,VEQ,CFL,MM,0.712885,0.869276,928,19,21.8572697279115
yeast,query_4_8,VEQ,CFL,MMN,0.704544,0.851494,928,19,22.313721529452938
yeast,query_4_8,VEQ,CFL,MMI,0.715997,0.886214,928,19,21.439516866129402
yeast,query_4_9,VEQ,CFL,MM,1.38889,1.7009,2220,105,61.73202422247046
yeast,query_4_9,VEQ,CFL,MMN,1.39601,1.70542,2220,105,61.56841130044212
yeast,query_4_9,VEQ,CFL,MMI,1.37357,1.70332,2220,105,61.64431815513233
yeast,query_4_10,VEQ,CFL,MM,0.393202,0.436138,628,36,82.54268144486377
yeast,query_4_10,VEQ,CFL,MMN,0.406901,0.442547,628,36,81.3472919260553
yeast,query_4_10,VEQ,CFL,MMI,0.349107,0.397401,628,36,90.58859942476239
yeast,query_4_11,VEQ,CFL,MM,3.33011,4.36922,17656,332,75.98610278264769
yeast,query_4_11,VEQ,CFL,MMN,5.55318,7.544,17656,332,44.008483563096505
yeast,query_4_11,VEQ,CFL,MMI,6.51359,9.13034,17656,332,36.36228223702513
yeast,query_4_12,VEQ,CFL,MM,9.52736,11.3978,23304,690,60.53799856112583
yeast,query_4_12,VEQ,CFL,MMN,4.80598,6.62967,23304,690,104.07757852200788
yeast,query_4_12,VEQ,CFL,MMI,4.76979,6.26709,23304,690,110.09894544357908
yeast,query_4_13,VEQ,CFL,MM,0.362369,0.398871,64,4,10.028304890553589
yeast,query_4_13,VEQ,CFL,MMN,0.215142,0.233945,64,4,17.098035863130224
yeast,query_4_13,VEQ,CFL,MMI,0.380456,0.411869,64,4,9.711825847538902
yeast,query_4_14,VEQ,CFL,MM,0.176684,0.19589,64,4,20.41962325795089
yeast,query_4_14,VEQ,CFL,MMN,0.215243,0.239755,64,4,16.683697941648767
yeast,query_4_14,VEQ,CFL,MMI,0.184695,0.205037,64,4,19.5086740441969
yeast,query_4_15,VEQ,CFL,MM,1.65982,1.76504,3412,163,92.34918188822917
yeast,query_4_15,VEQ,CFL,MMN,1.65727,1.75626,3412,163,92.81085943994626
yeast,query_4_15,VEQ,CFL,MMI,1.67483,1.78522,3412,163,91.30527329964934
yeast,query_4_16,VEQ,CFL,MM,0.905392,1.00666,3272,40,39.73536248584427
yeast,query_4_16,VEQ,CFL,MMN,0.915396,1.01818,3272,40,39.285784438900784
yeast,query_4_16,VEQ,CFL,MMI,1.78458,2.00311,3272,40,19.96894828541618
yeast,query_4_17,VEQ,CFL,MM,0.747127,0.847333,812,48,56.64833070351326
yeast,query_4_17,VEQ,CFL,MMN,0.76874,0.873358,812,48,54.96027974782392
