data,query,filter,order,engine,preproc_time,total_time,mem_cost,coverage,coverage_per_time
human,query_4_1,VEQ,CFL,MM,8.94664,1261.85,264868,221,0.17513967587272655
human,query_4_1,VEQ,CFL,MMN,9.08963,1016.4,264868,221,0.2174340810704447
human,query_4_1,VEQ,CFL,MMI,8.96453,1191.86,264868,221,0.18542446260466836
human,query_4_2,VEQ,CFL,MM,3.80539,5.97084,95456,151,25.28957399628863
human,query_4_2,VEQ,CFL,MMN,4.55571,7.3089,95456,151,20.659743600268165
human,query_4_2,VEQ,CFL,MMI,8.90703,14.5544,95456,151,10.374869455285
human,query_4_3,VEQ,CFL,MM,38.0085,515.46,715496,605,1.1737089201877933
human,query_4_3,VEQ,CFL,MMN,24.5627,360.125,715496,605,1.679972231863936
human,query_4_3,VEQ,CFL,MMI,24.474,362.801,715496,605,1.6675808501079104
human,query_4_4,VEQ,CFL,MM,24.3865,459.656,715496,605,1.316201681257288
human,query_4_4,VEQ,CFL,MMN,19.1862,331.242,715496,605,1.8264592050524993
human,query_4_4,VEQ,CFL,MMI,24.4349,444.56,715496,605,1.360896166996581
human,query_4_5,VEQ,CFL,MM,12.4144,143.208,224976,294,2.0529579353108764
human,query_4_5,VEQ,CFL,MMN,9.10741,108.227,224976,294,2.7165125153612313
human,query_4_5,VEQ,CFL,MMI,12.3169,169.442,224976,294,1.735106998264893
human,query_4_6,VEQ,CFL,MM,1.77794,3.20014,34424,157,49.06035360952958
human,query_4_6,VEQ,CFL,MMN,2.17154,3.90722,34424,157,40.18202200029688
human,query_4_6,VEQ,CFL,MMI,1.71091,3.23591,34424,157,48.5180366573854
human,query_4_7,VEQ,CFL,MM,4.30467,21.945,150768,152,6.926406926406926
human,query_4_7,VEQ,CFL,MMN,4.38489,21.5835,150768,152,7.0424166608752055
human,query_4_7,VEQ,CFL,MMI,5.37713,26.9318,150768,152,5.643885666758257
human,query_4_8,VEQ,CFL,MM,0.814609,0.865797,1764,66,76.23034036846974
human,query_4_8,VEQ,CFL,MMN,0.918813,0.97942,1764,66,67.386820771477
human,query_4_8,VEQ,CFL,MMI,0.786429,0.841548,1764,66,78.42689900041353
