data,query,memory_usage,time_cost,MatCo_num_results,coverage,coverage_per_time
youtube,query_32_1,4464,100010,2667,2948,0.029477052294770524
youtube,query_32_2,4636,100010,12783,14268,0.14266573342665734
youtube,query_32_3,4644,100010,4948,5973,0.05972402759724028
youtube,query_32_4,4592,100011,4593,5184,0.05183429822719501
youtube,query_32_5,4648,100010,4066,4813,0.04812518748125187
youtube,query_32_6,4628,100010,0,0,0.0
youtube,query_32_7,4804,5991,2404,2668,0.4453346686696712
youtube,query_32_8,4640,100010,0,0,0.0
youtube,query_32_9,4692,100011,3056,3474,0.03473617902030777
youtube,query_32_10,4448,100011,1174,1406,0.014058453570107288
youtube,query_32_11,4708,100010,8766,9695,0.09694030596940306
youtube,query_32_12,4720,100010,6951,8258,0.08257174282571743
youtube,query_32_13,5024,100010,0,0,0.0
youtube,query_32_14,4500,100011,3602,3934,0.03933567307596164
youtube,query_32_15,4556,100010,9971,10617,0.10615938406159384
youtube,query_32_16,4504,100010,3968,4432,0.044315568443155685
youtube,query_32_17,4452,100010,3839,4687,0.046865313468653136
youtube,query_32_18,4500,100010,4906,5896,0.05895410458954105
youtube,query_32_19,4580,100010,0,0,0.0
youtube,query_32_20,4408,100010,3177,3835,0.03834616538346165
youtube,query_32_21,4832,100010,2978,3521,0.03520647935206479
youtube,query_32_22,4704,100010,3149,3576,0.035756424357564244
youtube,query_32_23,4524,100010,8031,8709,0.08708129187081291
youtube,query_32_24,4652,100010,5869,6546,0.06545345465453455
youtube,query_32_25,4740,100010,11766,12604,0.12602739726027398
youtube,query_32_26,4648,100010,5216,6012,0.06011398860113989
youtube,query_32_27,4628,100010,7632,8586,0.08585141485851415
youtube,query_32_28,4456,100009,5808,6952,0.06951374376306133
youtube,query_32_29,4448,100010,949,1234,0.01233876612338766
youtube,query_32_30,4788,100010,9404,10563,0.10561943805619438
youtube,query_32_31,4624,100010,0,0,0.0
youtube,query_32_32,4744,100010,4018,4550,0.045495450454954504
youtube,query_32_33,4720,100010,5159,6050,0.060493950604939506
youtube,query_32_34,4576,100012,1586,1682,0.016817981842178937
youtube,query_32_35,4652,100011,5266,6032,0.060313365529791725
youtube,query_32_36,4536,100010,3148,3678,0.03677632236776322
youtube,query_32_37,5036,100010,4467,5340,0.053394660533946606
youtube,query_32_38,4808,100010,7680,8479,0.08478152184781522
youtube,query_32_39,4680,100010,1864,2170,0.0216978302169783
youtube,query_32_40,4528,100010,5787,6788,0.06787321267873213
youtube,query_32_41,4720,100010,6869,7319,0.07318268173182682
youtube,query_32_42,4548,100010,4520,5314,0.05313468653134686
youtube,query_32_43,4564,100010,5708,6476,0.06475352464753524
youtube,query_32_44,4660,100010,11439,12455,0.12453754624537547
youtube,query_32_45,4496,100010,1700,1831,0.01830816918308169
youtube,query_32_46,5076,100010,4883,5293,0.05292470752924708
youtube,query_32_47,4652,100009,8351,9702,0.09701126898579128
youtube,query_32_48,4584,100010,2273,2613,0.026127387261273873
youtube,query_32_49,4544,100009,6208,7235,0.07234348908598226
youtube,query_32_50,4744,100010,3628,3810,0.0380961903809619
