data,query,memory_usage,time_cost,MatCo_num_results,coverage,coverage_per_time
wordnet,query_4_1,140,134.021,57288,61374,457.9431581617807
wordnet,query_4_2,268,252.536,62829,63098,249.8574460670954
wordnet,query_4_3,140,256.595,62829,63098,245.90502542917824
wordnet,query_4_4,268,209.717,62829,63098,300.8721276768216
wordnet,query_4_5,204,274.478,62829,63098,229.88363366098557
wordnet,query_4_6,268,206.249,62829,63098,305.9311802723892
wordnet,query_4_7,204,1821.94,13213,18385,10.090892125975609
wordnet,query_4_8,140,290.812,62829,63098,216.97178933469044
wordnet,query_4_9,140,113.243,57288,61374,541.9672739153855
wordnet,query_4_10,140,245.028,62829,63098,257.51342703691006
wordnet,query_4_11,204,293.307,62829,63098,215.12613064127348
wordnet,query_4_12,268,92.5448,37909,38494,415.94989669868
wordnet,query_4_13,204,300.328,62829,63098,210.09696065634907
wordnet,query_4_14,140,239.472,62829,63098,263.4880069486203
wordnet,query_4_15,268,308.338,62829,63098,204.63906492226062
wordnet,query_4_16,268,203.497,62829,63098,310.06845309758864
wordnet,query_4_17,204,51.9611,4695,5074,97.64997276808997
wordnet,query_4_18,268,254.779,62829,63098,247.65777399236202
wordnet,query_4_19,204,119.539,57288,61374,513.4223977112072
wordnet,query_4_20,268,238.999,62829,63098,264.00947284298263
wordnet,query_4_21,204,181.173,57288,61374,338.75908661886706
wordnet,query_4_22,268,228.033,62829,63098,276.70556454548245
wordnet,query_4_23,140,326.328,62829,63098,193.3576033929053
wordnet,query_4_24,140,1745.48,13213,18385,10.532919311593373
wordnet,query_4_25,140,234.922,62829,63098,268.59127710474115
wordnet,query_4_26,268,201.509,62829,63098,313.12745336436586
wordnet,query_4_27,204,204.199,62829,63098,309.0024926664675
wordnet,query_4_28,268,104.606,57288,61374,586.7158671586716
wordnet,query_4_29,268,205.002,62829,63098,307.792119101277
wordnet,query_4_30,140,262.654,62829,63098,240.23239699376367
wordnet,query_4_31,204,243.095,62829,63098,259.56107694522717
wordnet,query_4_32,116,6.17743,2064,2555,413.60242042402746
wordnet,query_4_33,140,243.039,62829,63098,259.62088389106276
wordnet,query_4_34,268,123.66,57288,61374,496.3124696749151
wordnet,query_4_35,204,237.571,62829,63098,265.5963901317922
wordnet,query_4_36,244,8.3089,2522,3424,412.0882427276776
wordnet,query_4_37,180,6.40488,789,1525,238.09969897952809
wordnet,query_4_38,268,224.83,62829,63098,280.64760040919805
wordnet,query_4_39,244,11.5936,2832,3661,315.7776704388628
wordnet,query_4_40,268,124.602,57288,61374,492.5603120335147
wordnet,query_4_41,204,236.212,62829,63098,267.12444753018474
wordnet,query_4_42,140,126.555,57288,61374,484.9591086879222
wordnet,query_4_43,204,201.428,62829,63098,313.2533709315488
wordnet,query_4_44,204,19.1817,1274,1756,91.54558772163051
wordnet,query_4_45,244,2.62243,329,527,200.95865285250702
wordnet,query_4_46,268,201.177,62829,63098,313.64420386028223
wordnet,query_4_47,268,224.748,62829,63098,280.7499955505722
wordnet,query_4_48,268,208.773,62829,63098,302.23256838767463
wordnet,query_4_49,204,33.2844,18,41,1.2318082945764384
wordnet,query_4_50,268,118.112,1989,3575,30.267881332972095
