data,query,filter,order,mem_cost,coverage,engine_1,engine_2,engine_3,preproc_time_1,preproc_time_2,preproc_time_3,total_time_1,total_time_2,total_time_3,coverage_per_time_1,coverage_per_time_2,coverage_per_time_3
youtube,query_4_1,VEQ,CFL,196136,9268,MMI,MMN,MM,185.326,198.268,435.64,305.012,359.295,604.366,30.38568974335436,25.79495957360943,15.33507841274989
youtube,query_4_2,VEQ,CFL,217080,11075,MMI,MM,MMN,185.079,185.616,187.053,222.084,284.518,284.966,49.8685182183318,38.92548098890053,38.86428556389183
youtube,query_4_3,VEQ,CFL,161456,6924,MMI,MMN,MM,168.224,161.511,162.158,219.217,242.378,246.248,31.58514166328341,28.566949145549515,28.117994866963382
youtube,query_4_4,VEQ,CFL,162940,7736,MMI,MMN,MM,168.941,170.255,169.823,214.26,239.22,245.52,36.105666013254925,32.33843324136778,31.508634734441184
youtube,query_4_5,VEQ,CFL,191608,9433,MMI,MM,MMN,185.066,179.026,184.459,216.026,280.66,290.702,43.66604019886495,33.61006199672201,32.44903715832709
youtube,query_4_6,VEQ,CFL,171088,8093,MMI,MMN,MM,180.733,173.28,180.984,231.266,255.639,271.632,34.994335527055426,31.657923869206183,29.793985981033163
youtube,query_4_7,VEQ,CFL,186916,7307,MMI,MMN,MM,184.258,196.764,197.627,338.892,381.539,382.193,21.561441403160888,19.151384262159308,19.11861284743572
youtube,query_4_8,VEQ,CFL,159656,7624,MMI,MM,MMN,168.071,167.853,477.771,217.364,247.655,566.356,35.07480539555768,30.784761058730897,13.461497715217993
youtube,query_4_9,VEQ,CFL,173688,8346,MMI,MMN,MM,177.459,175.561,178.593,236.221,268.215,279.559,35.33132109338289,31.116827917901688,29.854163164126355
youtube,query_4_10,VEQ,CFL,166288,8373,MMI,MMN,MM,168.583,164.409,172.553,196.255,238.402,258.267,42.66388117500191,35.12134965310694,32.419937506533934
youtube,query_4_11,VEQ,CFL,113668,2260,MMI,MM,MMN,152.494,152.594,154.727,170.176,173.91,175.84,13.280368559608876,12.99522741647979,12.852593266606004
youtube,query_4_12,VEQ,CFL,178560,9072,MMI,MMN,MM,182.765,169.162,167.963,208.736,247.629,247.828,43.46159742449793,36.63545061361957,36.60603321658569
youtube,query_4_13,VEQ,CFL,202192,10610,MMI,MMN,MM,186.032,185.286,185.172,223.585,277.004,280.336,47.45398841603864,38.3026959899496,37.84744021459962
youtube,query_4_14,VEQ,CFL,174508,8254,MMI,MMN,MM,175.613,176.948,176.844,228.781,263.737,271.567,36.07817082712288,31.296329297747373,30.39397275810389
youtube,query_4_15,VEQ,CFL,167004,8189,MMI,MMN,MM,169.359,174.884,176.061,222.755,256.233,262.915,36.7623622365379,31.959193390390777,31.1469486335888
youtube,query_4_16,VEQ,CFL,192760,8045,MMI,MM,MMN,216.424,233.255,202.737,290.279,360.287,366.595,27.71471584234478,22.32942071182141,21.9451983796833
youtube,query_4_17,VEQ,CFL,207256,9665,MMI,MMN,MM,195.095,193.511,193.017,440.05,488.867,501.413,21.96341324849449,19.7702033477408,19.27552735968154
youtube,query_4_18,VEQ,CFL,165816,7946,MMI,MMN,MM,167.759,174.463,175.475,216.243,253.151,258.753,36.74569812664456,31.3883808477944,30.7088226996402
youtube,query_4_19,VEQ,CFL,176700,8457,MMI,MMN,MM,175.09,170.479,216.047,231.458,268.809,358.445,36.53794640928376,31.461000189725787,23.59357781528547
youtube,query_4_20,VEQ,CFL,110052,2214,MMI,MM,MMN,153.556,151.599,151.69,171.313,173.298,173.534,12.923712736336414,12.775681196551604,12.758306729516985
youtube,query_4_21,VEQ,CFL,163108,7030,MMI,MMN,MM,168.847,169.11,164.885,213.714,219.736,220.598,32.89442900324733,31.99293697892016,31.867922646624173
youtube,query_4_22,VEQ,CFL,228372,9737,MMI,MMN,MM,199.977,203.227,203.434,678.214,695.67,707.528,14.356825426782695,13.996578837667286,13.761999525107132
youtube,query_4_23,VEQ,CFL,161504,7841,MMI,MMN,MM,163.053,162.716,165.743,207.94,231.147,239.705,37.7079926901991,33.92213612982215,32.71104065413738
youtube,query_4_24,VEQ,CFL,159476,7722,MMI,MMN,MM,170.931,170.383,170.384,213.902,240.453,245.624,36.1006442202504,32.11438410001123,31.43829593199362
youtube,query_4_25,VEQ,CFL,173512,8290,MMI,MM,MMN,174.139,173.111,198.978,245.264,280.317,304.298,33.800313131972075,29.5736612478016,27.24303150201447
youtube,query_4_26,VEQ,CFL,169304,6037,MMI,MMN,MM,169.779,167.738,169.967,189.255,211.823,216.735,31.898760931018995,28.50021008105824,27.85429210787367
