data,query,memory_usage,time_cost,MatCo_num_results,coverage,coverage_per_time
yeast,query_16_1,324,350.127,313,394,1.1253059604086517
yeast,query_16_2,384,1.51061,15,30,19.859526946068144
yeast,query_16_3,388,5.02963,102,137,27.238584150325174
yeast,query_16_4,384,3.6024,40,58,16.100377526093716
yeast,query_16_5,320,1.62817,36,55,33.780256361436464
yeast,query_16_6,260,42.234,186,218,5.16171804707108
yeast,query_16_7,708,12.316,24,47,3.816174082494316
yeast,query_16_8,260,70.5728,102,134,1.8987485263444273
yeast,query_16_9,384,1.37796,41,60,43.54262823304014
yeast,query_16_10,672,9588.83,228,295,0.030764962982970812
yeast,query_16_11,672,2.09457,38,55,26.258372840248832
yeast,query_16_12,676,101.455,243,283,2.789414025922823
yeast,query_16_13,324,2.26849,70,88,38.792324409629316
yeast,query_16_14,684,393.023,110,161,0.4096452370471957
yeast,query_16_15,676,9387.41,202,266,0.02833582425823523
yeast,query_16_16,384,2.36522,30,54,22.83085717184871
yeast,query_16_17,684,7.50682,96,115,15.31940288963902
yeast,query_16_18,672,0.533393,12,29,54.36891747735722
yeast,query_16_19,384,2.32132,66,83,35.755518411938034
yeast,query_16_20,616,2273.69,195,287,0.1262265304417049
yeast,query_16_21,696,2152.64,98,125,0.058068232495912
yeast,query_16_22,388,477.265,74,108,0.22628937801850127
yeast,query_16_23,388,1.71198,9,25,14.60297433381231
yeast,query_16_24,612,1786.15,169,226,0.12652912689303808
yeast,query_16_25,704,28000.0,216,270,0.009642857142857142
yeast,query_16_26,388,2.83295,34,52,18.355424557440124
yeast,query_16_27,672,100000.0,392,471,0.00471
yeast,query_16_28,388,14.821,56,84,5.6676337629039875
yeast,query_16_29,384,236.481,131,193,0.8161332200049899
yeast,query_16_30,576,1.95795,28,48,24.515437064276412
yeast,query_16_31,624,678.287,260,321,0.4732509984711486
yeast,query_16_32,580,9.24019,32,57,6.168704323179502
yeast,query_16_33,384,1.27178,39,61,47.964270549937886
yeast,query_16_34,388,529.331,331,397,0.7500033060599134
yeast,query_16_35,384,7.2939,64,91,12.476178724687752
yeast,query_16_36,720,4.2957,33,59,13.734664897455595
yeast,query_16_37,712,7.75674,75,115,14.825816000020628
yeast,query_16_38,324,6.76272,28,49,7.245605318570043
yeast,query_16_39,388,15.1923,126,172,11.321524719759353
yeast,query_16_40,696,1073.78,165,203,0.1890517610683753
yeast,query_16_41,392,34.3896,138,180,5.234140554121013
yeast,query_16_42,384,25.594,108,148,5.782605298116746
yeast,query_16_43,384,124.88,189,225,1.8017296604740551
yeast,query_16_44,388,2.4651,17,41,16.6321853068841
yeast,query_16_45,388,4.08976,46,70,17.115918782520247
yeast,query_16_46,592,1.63474,79,104,63.618679423027515
yeast,query_16_47,384,4.34845,8,23,5.289240993917373
yeast,query_16_48,680,2558.15,206,233,0.09108144557590446
yeast,query_16_49,644,462.141,237,279,0.6037118541743753
yeast,query_16_50,320,806.776,255,318,0.39416145249734746
