data,query,filter,order,mem_cost,coverage,engine_1,engine_2,engine_3,preproc_time_1,preproc_time_2,preproc_time_3,total_time_1,total_time_2,total_time_3,coverage_per_time_1,coverage_per_time_2,coverage_per_time_3
eu2005,query_8_1,VEQ,CFL,886956,25398,MMN,MMI,MM,751.725,757.992,714.749,29195.9,30835.2,32367.3,0.8699166663812384,0.8236690535491905,0.784680835287466
eu2005,query_8_2,VEQ,CFL,536936,6326,MM,MMI,MMN,686.261,703.565,703.444,808.397,822.786,823.302,7.825363033262122,7.688511958151938,7.6836932255721475
eu2005,query_8_3,VEQ,CFL,661612,12464,MMN,MMI,MM,734.986,730.214,724.872,1701.86,1773.04,1855.2,7.323751659948527,7.029734241754276,6.71841310909875
eu2005,query_8_4,VEQ,CFL,631252,6514,MMN,MMI,MM,780.961,778.426,778.849,876.951,880.19,895.241,7.42800909058773,7.400674854292823,7.2762529866259475
eu2005,query_8_5,VEQ,CFL,448156,7212,MMI,MM,MMN,598.924,609.401,647.675,741.638,755.293,784.967,9.724420809073967,9.54861226040755,9.187647378807007
eu2005,query_8_6,VEQ,CFL,604356,6146,MMI,MMN,MM,814.181,795.32,800.43,1934.42,1981.34,1986.51,3.1771797231211423,3.101941110561539,3.093868140608404
eu2005,query_8_7,VEQ,CFL,801640,22134,MMN,MMI,MM,791.07,857.142,792.45,3697.44,3758.56,4524.41,5.986304037388031,5.888957473074795,4.892129581536598
eu2005,query_8_8,VEQ,CFL,674228,7072,MMN,MMI,MM,822.07,820.711,841.512,1121.07,1130.12,1141.78,6.308259073920452,6.257742540615157,6.193837692024734
eu2005,query_8_9,VEQ,CFL,468568,3919,MM,MMI,MMN,640.8,645.295,664.718,679.956,690.568,701.043,5.7636082334739305,5.675038519016231,5.5902419680390505
eu2005,query_8_10,VEQ,CFL,603352,13281,MMN,MMI,MM,702.264,715.341,703.969,1056.49,1066.25,1119.41,12.570871470624429,12.45580304806565,11.864285650476589
eu2005,query_8_11,VEQ,CFL,746308,17447,MMN,MMI,MM,784.668,779.063,789.984,2282.93,2388.28,2550.97,7.642371864227112,7.305257340010383,6.83935914573672
eu2005,query_8_12,VEQ,CFL,737000,9472,MMN,MMI,MM,849.99,854.867,861.305,1421.12,1446.85,1626.65,6.665165503265031,6.5466357950029375,5.823010481664771
eu2005,query_8_13,VEQ,CFL,716700,8809,MMN,MM,MMI,767.481,776.062,765.134,2689.98,2759.73,2772.65,3.27474553714154,3.1919789254745936,3.177104935711323
eu2005,query_8_14,VEQ,CFL,730252,16973,MMN,MM,MMI,751.008,744.992,823.18,4093.78,4257.85,4332.5,4.146045952640347,3.986284157497328,3.917599538372764
eu2005,query_8_15,VEQ,CFL,613168,9770,MM,MMN,MMI,700.458,810.688,932.479,845.692,966.196,1072.4,11.55266929331246,10.11181996199529,9.110406564714658
eu2005,query_8_16,VEQ,CFL,881152,12949,MMN,MMI,MM,870.223,874.663,907.129,4213.85,4271.04,4395.75,3.072961780794285,3.031814265377988,2.9457999203776373
eu2005,query_8_17,VEQ,CFL,810448,11733,MMN,MMI,MM,875.355,871.434,863.966,2765.98,2945.65,3107.03,4.241896181461905,3.983161611189381,3.776275092290709
eu2005,query_8_18,VEQ,CFL,768420,17463,MMN,MM,MMI,772.094,772.779,746.34,12871.5,12986.8,13747.4,1.3567183311968305,1.3446730526380632,1.270276561386153
eu2005,query_8_19,VEQ,CFL,464672,5862,MMI,MMN,MM,619.922,628.988,629.103,852.488,853.048,865.093,6.876343127410591,6.871829017827836,6.776150078662063
eu2005,query_8_20,VEQ,CFL,678736,7794,MMN,MMI,MM,728.898,731.831,765.388,772.537,774.027,819.016,10.088837168964076,10.0694161831564,9.516297605907578
eu2005,query_8_21,VEQ,CFL,770776,12079,MMN,MMI,MM,796.746,803.796,802.125,1259.46,1262.34,1329.51,9.590618201451417,9.568737424148804,9.085302103782595
eu2005,query_8_22,VEQ,CFL,543560,2911,MM,MMN,MMI,728.071,734.636,744.249,768.601,775.591,784.153,3.7874007449899234,3.753266863591764,3.712285740155301
eu2005,query_8_23,VEQ,CFL,710720,13122,MMN,MM,MMI,701.353,740.578,713.272,8847.96,9018.43,28600.6,1.4830537208576893,1.4550204414737375,0.4588015636035608
eu2005,query_8_24,VEQ,CFL,961704,18941,MMN,MMI,MM,866.36,902.477,908.662,4815.08,4859.23,4980.44,3.933683344825008,3.897942678160944,3.803077639726611
eu2005,query_8_25,VEQ,CFL,671952,12483,MMN,MMI,MM,764.304,753.27,755.964,2013.2,2139.57,2141.69,6.200576197099146,5.834349892735456,5.828574630315312
eu2005,query_8_26,VEQ,CFL,780076,22186,MMI,MMN,MM,714.66,840.235,725.012,7290.86,7325.3,8470.28,3.0429880699944865,3.028681419191023,2.6192758680940886
eu2005,query_8_27,VEQ,CFL,803460,15909,MMN,MM,MMI,800.035,857.006,799.887,28886.9,29004.0,35283.1,0.5507340697686495,0.5485105502689285,0.4508957546247353
eu2005,query_8_28,VEQ,CFL,671716,8623,MMN,MM,MMI,762.259,746.337,755.682,1110.54,1126.16,1141.04,7.764691051200317,7.656993677630176,7.557140853957793
eu2005,query_8_29,VEQ,CFL,706344,15384,MMN,MM,MMI,720.09,726.758,742.418,3107.08,3405.48,3576.74,4.951272577468234,4.517424856407907,4.30112336932514
eu2005,query_8_30,VEQ,CFL,706280,12856,MMN,MMI,MM,771.316,688.31,689.197,5076.89,5554.78,5966.6,2.5322589222929786,2.314403090671458,2.1546609459323567
eu2005,query_8_31,VEQ,CFL,728032,8352,MMN,MM,MMI,792.606,788.112,808.449,1060.56,1066.57,1067.95,7.875084860828242,7.830709658062762,7.82059085163163
eu2005,query_8_32,VEQ,CFL,944832,43032,MMN,MMI,MM,756.987,767.82,790.945,3993.69,4071.38,4232.14,10.774997558648767,10.569389248854195,10.167905598586056
eu2005,query_8_33,VEQ,CFL,590064,8257,MMN,MM,MMI,707.634,705.879,696.151,41276.8,43336.8,64562.1,0.2000397317621521,0.1905309113732439,0.1278923702915487
eu2005,query_8_34,VEQ,CFL,646808,5515,MMN,MM,MMI,769.534,788.201,903.2,874.922,909.071,1012.46,6.303419047640818,6.0666328592596175,5.447128775457796
eu2005,query_8_35,VEQ,CFL,600080,9587,MMN,MM,MMI,770.193,761.616,723.0,1691.3,1892.24,2055.39,5.668420741441495,5.06648205301653,4.664321612929906
eu2005,query_8_36,VEQ,CFL,731020,14103,MMN,MM,MMI,763.389,750.711,744.086,87893.5,97016.6,100745.0,0.1604555513206323,0.1453668753594745,0.0052310288351779
eu2005,query_8_37,VEQ,CFL,747572,5598,MMI,MMN,MM,783.801,789.044,806.578,894.194,907.63,939.43,6.260386448578273,6.167711512400428,5.958932544202336
eu2005,query_8_38,VEQ,CFL,860312,34015,MMI,MMN,MM,727.6,708.319,686.096,907.189,993.453,995.974,37.49494317060723,34.23916380543418,34.15249795677397
eu2005,query_8_39,VEQ,CFL,835312,18626,MM,MMN,MMI,833.419,829.264,800.577,4086.33,4102.19,4462.78,4.55812428266929,4.540501536983904,4.173631682493872
eu2005,query_8_40,VEQ,CFL,785616,17167,MMN,MM,MMI,705.613,733.316,754.106,75127.1,76710.8,100758.0,0.2285060916766386,0.223788566929298,0.1694257527938228
eu2005,query_8_41,VEQ,CFL,788224,18122,MMN,MM,MMI,731.338,719.601,829.045,2418.71,2612.81,2678.08,7.492423647316131,6.935827710396088,6.766788146731988
