data,query,memory_usage,time_cost,MatCo_num_results,coverage,coverage_per_time
wordnet,query_8_1,244,100002.0,62003,63063,0.630617387652247
wordnet,query_8_2,372,44641.0,42067,42976,0.9627024484218544
wordnet,query_8_3,372,100003.0,62002,63062,0.6306010819675409
wordnet,query_8_4,372,100004.0,4263,6464,0.06463741450341987
wordnet,query_8_5,368,100005.0,6628,7089,0.07088645567721615
wordnet,query_8_6,308,17960.1,62615,63095,3.5130650720207575
wordnet,query_8_7,372,100003.0,61998,63057,0.630551083467496
wordnet,query_8_8,372,45.9616,12581,13397,291.48245491888883
wordnet,query_8_9,244,17615.2,62917,63035,3.578443616876334
wordnet,query_8_10,372,1933.07,50960,51534,26.65914840124776
wordnet,query_8_11,288,100006.0,2171,2224,0.022238665680059198
wordnet,query_8_12,372,1934.41,14399,15069,7.789972136206905
wordnet,query_8_13,308,2961.17,61425,62352,21.056541839880857
wordnet,query_8_14,308,19565.7,46197,48820,2.4951828965996614
wordnet,query_8_15,308,100004.0,61988,62519,0.625164993400264
wordnet,query_8_16,368,100005.0,33277,33433,0.3343132843357832
wordnet,query_8_17,372,13201.1,64105,64634,4.896107142586603
wordnet,query_8_18,244,1470.5,59840,60391,41.06834410064604
wordnet,query_8_19,244,100004.0,59786,59987,0.5998460061597536
wordnet,query_8_20,300,545.956,36167,36604,67.04569599015305
wordnet,query_8_21,372,2201.3,62106,62240,28.274201608140643
wordnet,query_8_22,308,100005.0,16375,19132,0.1913104344782761
wordnet,query_8_23,372,100003.0,62162,62614,0.6261212163635091
wordnet,query_8_24,308,6542.61,63685,64394,9.84224949981735
wordnet,query_8_25,244,100005.0,62128,63065,0.6306184690765462
wordnet,query_8_26,308,100002.0,61922,63023,0.630217395652087
wordnet,query_8_27,372,21539.4,54276,54763,2.5424570786558585
wordnet,query_8_28,244,100005.0,62128,63065,0.6306184690765462
wordnet,query_8_29,372,1526.53,4683,5435,3.5603623905196753
wordnet,query_8_30,244,100005.0,62128,63065,0.6306184690765462
wordnet,query_8_31,372,11370.8,50415,51144,4.497836563830162
wordnet,query_8_32,348,29.222,1174,1376,47.08781055369242
wordnet,query_8_33,308,41335.6,33863,35039,0.8476712567375337
wordnet,query_8_34,372,100002.0,62002,63062,0.6306073878522429
wordnet,query_8_35,244,7837.75,47342,47713,6.087588912634366
wordnet,query_8_36,308,100005.0,17437,20057,0.20055997200139994
wordnet,query_8_37,372,2340.31,62655,63004,26.921219838397477
wordnet,query_8_38,308,100005.0,8782,9453,0.09452527373631318
wordnet,query_8_39,372,264.727,8863,9188,34.70745333872254
wordnet,query_8_40,372,153.436,23453,24514,159.76693865846346
wordnet,query_8_41,308,100003.0,61306,61680,0.6167814965551034
wordnet,query_8_42,308,273.36,20750,22117,80.90796019900498
wordnet,query_8_43,372,267.876,40272,51052,190.5807164508952
wordnet,query_8_44,372,18275.4,62917,63035,3.449172111143942
wordnet,query_8_45,372,100007.0,62128,63065,0.6306058575899687
wordnet,query_8_46,364,100005.0,18302,18338,0.18337083145842709
wordnet,query_8_47,372,28.2971,743,1079,38.131115909404144
wordnet,query_8_48,308,87111.2,62816,64588,0.7414431209764072
wordnet,query_8_49,372,21273.4,59878,60305,2.8347607810693165
wordnet,query_8_50,308,478.259,53573,53848,112.5917128585139
