data,query,filter,order,mem_cost,coverage,engine_1,engine_2,engine_3,preproc_time_1,preproc_time_2,preproc_time_3,total_time_1,total_time_2,total_time_3,coverage_per_time_1,coverage_per_time_2,coverage_per_time_3
yeast,query_24_1,VEQ,CFL,4928,98,MMI,MM,MMN,1.99205,2.00173,2.00958,73.5062,76.8638,93.9517,1.3332208711646092,1.274982501515668,1.0430891617714209
yeast,query_24_2,VEQ,CFL,1956,69,MMI,MM,MMN,1.68111,1.69681,2.60767,1.76449,1.77387,2.72628,39.104783818553805,38.89800267212366,25.309212553369427
yeast,query_24_3,VEQ,CFL,2576,97,MMN,MM,MMI,0.998047,1.57119,1.6223,1.66653,2.71416,2.73861,58.20477279136889,35.73849736198308,35.41942810403818
yeast,query_24_4,VEQ,CFL,1504,29,MM,MMI,MMN,1.29248,1.33573,2.46287,1.34341,1.39962,2.56039,21.586857325760565,20.719909689772937,11.326399493827113
yeast,query_24_5,VEQ,CFL,9584,132,MMN,MMI,MM,4.29378,4.2872,4.45617,536.271,647.767,688.186,0.2461442069401478,0.2037769753630549,0.1918086098816308
yeast,query_24_6,VEQ,CFL,20392,307,MMN,MMI,MM,6.41652,6.20786,5.96589,32359.5,32389.9,33848.3,0.0094871676014771,0.0094782632857773,0.009069879432645
yeast,query_24_7,VEQ,CFL,7328,124,MMI,MMN,MM,2.52656,2.54001,2.53124,927.011,953.672,1120.03,0.1337632455278308,0.1300237398183023,0.1107113202324937
yeast,query_24_8,VEQ,CFL,5488,102,MMN,MM,MMI,3.69154,4.36271,8.64159,7.28118,8.70061,17.9861,14.008718367077863,11.723315951410305,5.671045974391335
yeast,query_24_9,VEQ,CFL,4280,108,MM,MMI,MMN,3.10442,4.17479,8.22402,8.53764,10.8954,20.9892,12.649865770868765,9.912440112340988,5.145503401749471
yeast,query_24_10,VEQ,CFL,7372,123,MMN,MMI,MM,2.93104,2.31813,4.72936,170.453,199.583,226.383,0.7216065425659859,0.6162849541293597,0.5433270166046037
yeast,query_24_11,VEQ,CFL,4524,96,MMN,MMI,MM,3.06109,3.02682,3.10879,15.6825,15.6887,16.164,6.121472979435677,6.119053841299789,5.939123979213066
yeast,query_24_12,VEQ,CFL,3408,49,MMN,MM,MMI,3.5105,3.69176,6.65683,5.16699,5.36619,9.94806,9.48327749811786,9.131245818728,4.925583480598228
yeast,query_24_13,VEQ,CFL,2660,69,MMI,MM,MMN,1.47824,2.39249,2.7716,3.37254,5.804,6.51039,20.45935704246651,11.888352860096484,10.598443411224212
yeast,query_24_14,VEQ,CFL,3916,62,MMN,MMI,MM,3.29941,6.4757,6.56691,8.33977,15.9532,16.3859,7.434257779291276,3.8863676253040143,3.7837408991877166
yeast,query_24_15,VEQ,CFL,2964,68,MMI,MM,MMN,2.76127,2.85088,5.41679,3.23107,3.32402,6.31052,21.045659796909383,20.457157297489186,10.775657156621008
yeast,query_24_16,VEQ,CFL,2656,56,MMN,MM,MMI,2.25265,4.51607,4.51185,2.45322,4.89452,4.90493,22.82714147120927,11.44136707991795,11.417084443610817
yeast,query_24_17,VEQ,CFL,2348,71,MM,MMI,MMN,3.41852,3.4353,6.88676,3.82022,3.83807,7.6641,18.58531707597992,18.498880947976456,9.263970981589488
yeast,query_24_18,VEQ,CFL,2696,73,MMI,MMN,MM,1.15524,1.18861,2.47005,1.89443,1.90291,3.9475,38.53401814793896,38.36229774398159,18.492716909436357
yeast,query_24_19,VEQ,CFL,3664,68,MMI,MMN,MM,1.73077,1.88329,1.92251,3.282,3.37352,3.56194,20.71907373552712,20.15698736038322,19.090720225495097
yeast,query_24_20,VEQ,CFL,53948,362,MM,MMN,MMI,10.8305,11.58,11.5726,100012.0,100013.0,100013.0,0.0036195656521217,0.00361952946117,0.00361952946117
yeast,query_24_21,VEQ,CFL,56640,346,MM,MMN,MMI,11.2656,11.3137,11.3973,100012.0,100012.0,100012.0,0.003459584849818,0.003459584849818,0.003459584849818
yeast,query_24_22,VEQ,CFL,5608,81,MMN,MMI,MM,1.97767,2.84501,2.78385,3.98946,5.75775,5.88684,20.30349972176686,14.06799531066823,13.75950425015798
yeast,query_24_23,VEQ,CFL,2452,61,MM,MMI,MMN,1.75544,2.4984,4.94828,1.86409,2.65857,5.24783,32.72374187941569,22.944665741357195,11.62385214460072
yeast,query_24_24,VEQ,CFL,17380,379,MMN,MMI,MM,4.9933,4.98693,9.75785,24861.2,24990.2,26262.5,0.015244638231461,0.0151659450504597,0.0144312232270347
yeast,query_24_25,VEQ,CFL,3772,139,MM,MMN,MMI,2.33788,2.37775,2.38875,2.85143,2.8665,2.88357,48.74747056739951,48.49119134833421,48.20413584549707
yeast,query_24_26,VEQ,CFL,7564,105,MMN,MMI,MM,2.35438,2.31649,2.31484,37.7434,38.4498,42.1167,2.781943333139038,2.7308334503690523,2.493072819095513
yeast,query_24_27,VEQ,CFL,1620,49,MMN,MM,MMI,2.71976,5.24474,5.27299,2.79407,5.36801,5.42449,17.537141159670302,9.128149910301955,9.033107259853
yeast,query_24_28,VEQ,CFL,46160,564,MMI,MMN,MM,11.0718,11.076,10.1216,85963.1,86008.0,88622.2,0.0065609546421662,0.0065575295321365,0.0063640938726413
yeast,query_24_29,VEQ,CFL,6832,81,MMN,MM,MMI,2.89351,2.82217,3.20689,8.76492,8.89658,9.72891,9.24138497556167,9.104622225619282,8.325701440346348
yeast,query_24_30,VEQ,CFL,10860,238,MMI,MM,MMN,6.26512,10.121,6.28465,3254.58,3276.98,3386.33,0.0731277154041381,0.0726278463707437,0.0702825773034524
yeast,query_24_31,VEQ,CFL,8460,211,MMN,MMI,MM,4.7985,5.43425,4.96411,107.025,133.972,151.939,1.9715019855174023,1.5749559609470634,1.3887152080769256
yeast,query_24_32,VEQ,CFL,1740,42,MMN,MMI,MM,1.31314,1.86509,1.9351,1.37081,1.95798,2.01908,30.638819384159728,21.450678760763644,20.801553182637637
yeast,query_24_33,VEQ,CFL,67976,188,MM,MMN,MMI,11.6029,12.2356,12.2318,2599.62,2627.67,3005.66,0.0723182618998161,0.0715462748366423,0.0625486581981994
yeast,query_24_34,VEQ,CFL,112304,264,MMI,MMN,MM,21.2388,21.3504,21.5318,100022.0,100022.0,100023.0,0.0027493951330707,0.0026394193277478,0.0026393929396238
yeast,query_24_35,VEQ,CFL,1192,38,MMN,MMI,MM,1.04324,1.35391,1.42419,1.12891,1.46541,1.53162,33.66078783959748,25.93130932640012,24.81033154437785
yeast,query_24_36,VEQ,CFL,4304,49,MM,MMI,MMN,2.60472,2.57375,3.4126,2.84332,2.86088,3.7395,17.2333750685818,17.12759710298929,13.103356063644872
yeast,query_24_37,VEQ,CFL,6036,113,MMN,MM,MMI,3.77129,3.71385,3.7636,39.6362,41.7589,43.4624,2.8509292010838574,2.7060099763164263,2.599948461198645
yeast,query_24_38,VEQ,CFL,35760,446,MMI,MMN,MM,8.93034,8.88456,8.91713,6697.38,6769.08,6914.65,0.0665932051040854,0.0658878311380571,0.0645007339489345
yeast,query_24_39,VEQ,CFL,14844,199,MMN,MMI,MM,5.87696,6.41984,6.0579,331.023,497.021,515.548,0.6011666863027644,0.400385496789874,0.385997036163461
yeast,query_24_40,VEQ,CFL,976,33,MMI,MM,MMN,0.697783,0.727072,0.738483,0.755322,0.779496,0.791108,43.68997593079508,42.33504726130731,41.713647188500175
yeast,query_24_41,VEQ,CFL,22964,49,MMN,MM,MMI,15.9589,15.4501,21.6938,75.3659,124.372,178.731,0.6501614125221088,0.3939793522657833,0.2741550150785258
yeast,query_24_42,VEQ,CFL,99520,300,MMI,MM,MMN,19.3109,17.3671,19.1501,100020.0,100018.0,100020.0,0.0030393921215756,0.0029994600971825,0.002999400119976
yeast,query_24_43,VEQ,CFL,1224,38,MMN,MMI,MM,0.738746,1.00106,1.02549,0.777442,1.06066,1.07872,48.87824429346498,35.82674938245998,35.22693562741027
yeast,query_24_44,VEQ,CFL,5348,140,MM,MMI,MMN,1.28595,1.83206,1.80534,139.68,187.082,220.948,1.002290950744559,0.7483349547257353,0.6336332530731212
yeast,query_24_45,VEQ,CFL,1848,63,MMI,MM,MMN,1.61103,1.63625,2.29308,2.72401,2.76239,3.89679,23.127668400629958,22.806337989929013,16.167152964362973
yeast,query_24_46,VEQ,CFL,12100,44,MMN,MM,MMI,5.92219,6.00257,10.1293,6.02805,6.11932,10.3233,7.299209528786257,7.1903414104835175,4.26220297772999
yeast,query_24_47,VEQ,CFL,2056,59,MM,MMI,MMN,1.54116,1.56201,2.60509,2.14475,2.15673,3.60993,27.50903368690989,27.35622910610044,16.343807220638627
yeast,query_24_48,VEQ,CFL,27460,327,MMI,MMN,MM,10.7501,10.9977,21.5532,100012.0,100012.0,100023.0,0.0035095788505379,0.0032696076470823,0.0032692480729432
yeast,query_24_49,VEQ,CFL,3280,44,MMI,MMN,MM,6.67369,6.7895,6.78824,6.84904,6.94925,6.96127,6.424257998201208,6.331618519984171,6.320685736941679
yeast,query_24_50,VEQ,CFL,3916,64,MMN,MMI,MM,2.32574,2.33575,4.50918,2.54464,2.5705,4.97381,25.15090543259557,24.89787978992414,12.867399438257593
