data,query,filter,order,mem_cost,coverage,engine_1,engine_2,engine_3,preproc_time_1,preproc_time_2,preproc_time_3,total_time_1,total_time_2,total_time_3,coverage_per_time_1,coverage_per_time_2,coverage_per_time_3
dblp,query_16_1,VEQ,CFL,126752,2765,MMN,MM,MMI,110.722,114.878,111.899,54454.9,56588.5,100113.0,0.0507759632282861,0.0488615177995529,0.0253513529711426
dblp,query_16_2,VEQ,CFL,66484,443,MMN,MM,MMI,54.693,69.5304,69.7313,8985.95,9319.47,10533.3,0.0492991837257051,0.0475348920056612,0.0420570951173896
dblp,query_16_3,VEQ,CFL,74996,525,MMI,MMN,MM,65.0419,63.7892,73.1205,22075.6,27357.2,28809.8,0.0237819130623856,0.0191905604374716,0.0182229657963609
dblp,query_16_4,VEQ,CFL,71604,754,MM,MMN,MMI,72.1315,76.5199,72.2716,100074.0,100079.0,100073.0,0.0075344245258508,0.0075340481019994,0.0063153897654712
dblp,query_16_5,VEQ,CFL,116900,581,MMN,MM,MMI,72.7693,55.7807,72.7844,39026.1,39899.1,44195.7,0.0148874727426004,0.0145617319688915,0.013146075296918
dblp,query_16_6,VEQ,CFL,115556,2055,MMN,MM,MMI,101.139,103.458,102.681,100102.0,100106.0,100105.0,0.0205690196000079,0.0205282400655305,0.0183607212426951
dblp,query_16_7,VEQ,CFL,72508,363,MMI,MMN,MM,78.7289,84.0438,108.899,100080.0,100085.0,100111.0,0.0043764988009592,0.0036269171204476,0.003625975167564
dblp,query_16_8,VEQ,CFL,100692,781,MMN,MMI,MM,95.8654,92.7407,92.7248,39294.1,39495.8,40019.2,0.0198757574292323,0.0197742544776912,0.0195156324964017
dblp,query_16_9,VEQ,CFL,79548,1335,MMN,MM,MMI,79.7197,80.0282,80.6194,10556.9,10700.3,11133.7,0.1264575775085489,0.1247628571161556,0.1199062306331228
dblp,query_16_10,VEQ,CFL,104768,1140,MMN,MM,MMI,83.8665,82.3937,81.3793,60115.9,62280.2,62355.3,0.0189633690920372,0.0183043728183274,0.0182823272440353
dblp,query_16_11,VEQ,CFL,71296,599,MMN,MM,MMI,62.4267,75.4893,81.9383,28441.4,29195.3,44895.1,0.0210608479188788,0.0205170010241374,0.0133422132927646
dblp,query_16_12,VEQ,CFL,92708,1601,MMN,MM,MMI,117.066,126.671,103.528,100119.0,100128.0,100106.0,0.0159909707448136,0.0159895333972515,0.0141050486484326
dblp,query_16_13,VEQ,CFL,81020,473,MMN,MM,MMI,93.2019,114.149,94.1175,29246.0,29536.7,69474.0,0.0161731518840183,0.0160139758334546,0.0068083023865043
dblp,query_16_14,VEQ,CFL,76944,937,MMI,MM,MMN,82.629,83.1115,82.4691,535.886,964.488,972.875,1.7485062121421349,0.9714999046126028,0.963124759090325
