data,query,filter,order,mem_cost,coverage,engine_1,engine_2,engine_3,preproc_time_1,preproc_time_2,preproc_time_3,total_time_1,total_time_2,total_time_3,coverage_per_time_1,coverage_per_time_2,coverage_per_time_3
youtube,query_32_1,VEQ,CFL,808696,1436,MMI,MMN,MM,931.577,977.065,929.201,100937,100983,100937,0.0309301841742869,0.0142301179406434,0.0142266958597937
youtube,query_32_2,VEQ,CFL,907144,7715,MMI,MMN,MM,990.237,957.597,967.425,100992,100961,100971,0.0829966730038022,0.0765543130515743,0.0764080775668261
youtube,query_32_3,VEQ,CFL,882648,4886,MMI,MMN,MM,967.666,961.416,968.386,100971,100963,100970,0.0587396381139138,0.0484236799619662,0.0483906110725958
youtube,query_32_4,VEQ,CFL,925496,7434,MMI,MM,MMN,1016.37,999.836,1015.26,101018,101001,101017,0.0831237997188619,0.0736032316511717,0.0736014730193927
youtube,query_32_5,VEQ,CFL,899796,5925,MMI,MMN,MM,938.518,906.408,910.986,100942,100908,100912,0.0654633353807136,0.0587465810441193,0.0587145235452671
youtube,query_32_6,VEQ,CFL,710376,4564,MMI,MMN,MM,828.287,829.208,835.653,100833,100833,100839,0.0539704263485168,0.0462844505271091,0.045260266365196
youtube,query_32_7,VEQ,CFL,520980,2363,MMN,MM,MMI,775.121,789.12,752.188,100777,100794,100757,0.0234478105123192,0.0234438557850665,0.0202963565806842
youtube,query_32_8,VEQ,CFL,902952,6234,MMI,MMN,MM,1038.38,997.658,993.613,101042,101001,100997,0.0726232655727321,0.0619201790081286,0.0617246056813568
youtube,query_32_9,VEQ,CFL,804196,2431,MMI,MM,MMN,936.341,923.481,981.359,100941,100929,100988,0.0289376962780237,0.0240862388411655,0.0240721669901374
youtube,query_32_10,VEQ,CFL,824012,6459,MMI,MMN,MM,926.857,909.591,911.082,100930,100913,100917,0.0676112156940453,0.0640650857669477,0.0640030916495734
youtube,query_32_11,VEQ,CFL,745932,7786,MMN,MM,MMI,923.771,895.064,859.565,100928,100896,100861,0.0772629993658845,0.0771685696162385,0.0674790057604029
youtube,query_32_12,VEQ,CFL,852832,5165,MMI,MMN,MM,908.08,991.459,879.941,100912,100993,100884,0.0549785952116695,0.0512312734545958,0.0511974148527021
youtube,query_32_13,VEQ,CFL,615064,3367,MMI,MMN,MM,857.421,847.066,859.318,100859,100852,100864,0.0339087240603218,0.0335937809859992,0.0333815831218274
youtube,query_32_14,VEQ,CFL,872412,5200,MMI,MMN,MM,979.028,943.55,940.846,100983,100948,100945,0.0578810294802095,0.0525815271228751,0.051513200257566
youtube,query_32_15,VEQ,CFL,981120,3725,MMI,MMN,MM,880.062,820.275,846.569,100884,100825,100851,0.0532393640220451,0.0371237292338209,0.0369356773854498
youtube,query_32_16,VEQ,CFL,714904,4380,MMI,MMN,MM,856.264,858.187,879.448,100860,100862,100884,0.0605889351576442,0.0436140469155876,0.04341620078506
youtube,query_32_17,VEQ,CFL,816216,3521,MMI,MMN,MM,940.802,841.936,884.597,100945,100846,100886,0.0455297439199564,0.0352716022450072,0.0349007790971988
youtube,query_32_18,VEQ,CFL,696604,4656,MMI,MMN,MM,792.169,781.558,795.472,100796,100783,100799,0.047571332195722,0.0463471021898534,0.0461909344338733
