data,query,memory_usage,time_cost,MatCo_num_results,coverage,coverage_per_time
human,query_4_1,196,31.0995,164,221,7.1062235727262495
human,query_4_2,260,3.33453,145,151,45.2837431362141
human,query_4_3,196,4.23476,582,605,142.86523911626634
human,query_4_4,260,5.31849,582,605,113.75409185689924
human,query_4_5,264,2.10822,274,294,139.4541366650539
human,query_4_6,256,3.83328,154,157,40.95709157692629
human,query_4_7,188,19.6317,140,152,7.742579603396548
human,query_4_8,132,0.542462,59,66,121.66750850750836
human,query_4_9,196,1.15353,114,117,101.42779121479286
human,query_4_10,196,4.54315,219,261,57.44912670724057
human,query_4_11,248,0.473244,30,33,69.73147044653498
human,query_4_12,252,0.896787,51,58,64.67533539179314
human,query_4_13,252,2.09055,174,205,98.06031905479419
human,query_4_14,252,1.64184,113,119,72.47965697022853
human,query_4_15,248,1.3487,145,148,109.73530065989472
human,query_4_16,128,3.73067,154,157,42.08359356362262
human,query_4_17,248,0.652788,27,36,55.148072574863505
human,query_4_18,196,3.35646,230,273,81.33569296222805
human,query_4_19,132,1.71129,47,51,29.802079133285417
human,query_4_20,260,5.05411,582,605,119.7045572811039
human,query_4_21,192,1.26997,119,135,106.30172366276368
human,query_4_22,200,2.27469,307,314,138.04078797550434
human,query_4_23,252,2.31662,157,188,81.15271386761748
human,query_4_24,260,1.7141,69,80,46.67172276996675
human,query_4_25,264,8.49803,285,302,35.53764813727417
human,query_4_26,252,1.6683,62,65,38.96181741892945
human,query_4_27,256,1.62578,43,48,29.524289879319465
human,query_4_28,252,2.37175,190,222,93.60177084431326
human,query_4_29,252,2.49188,103,112,44.94598455784387
human,query_4_30,124,0.967471,94,117,120.93385744895713
human,query_4_31,260,2.15445,89,92,42.70231381559098
human,query_4_32,196,1.68222,213,221,131.37401766713035
human,query_4_33,188,0.941487,148,151,160.38458311160963
human,query_4_34,184,0.682719,18,21,30.75936073260009
human,query_4_35,188,1.14028,112,127,111.37615322552357
human,query_4_36,128,1.99906,154,157,78.53691234880394
human,query_4_37,184,0.829987,91,109,131.32735813934434
human,query_4_38,124,0.285318,2,5,17.524306212717036
human,query_4_39,260,3.86378,222,232,60.044826568800495
human,query_4_40,196,1.73896,113,116,66.70653724064958
human,query_4_41,256,1.2188,104,113,92.71414506071545
human,query_4_42,196,4.98483,631,645,129.39257707885727
human,query_4_43,248,0.395962,2,5,12.627474353599588
human,query_4_44,188,2.63919,227,272,103.0619243025322
human,query_4_45,256,3.85726,154,157,40.70246755468908
human,query_4_46,124,2.97387,190,222,74.65020327048593
human,query_4_47,264,2.95087,140,143,48.46028459403498
human,query_4_48,260,6.30579,582,605,95.94356932279699
human,query_4_49,260,0.76792,99,102,132.82633607667464
human,query_4_50,196,4.67913,673,685,146.39473577353056
