data,query,filter,order,mem_cost,coverage,engine_1,engine_2,engine_3,preproc_time_1,preproc_time_2,preproc_time_3,total_time_1,total_time_2,total_time_3,coverage_per_time_1,coverage_per_time_2,coverage_per_time_3
youtube,query_16_1,VEQ,CFL,424780,4215,MMI,MM,MMN,493.541,492.345,504.805,100495.0,100497.0,100509.0,0.0482213045425145,0.0419415504940446,0.0419365429961496
youtube,query_16_2,VEQ,CFL,448356,6801,MMI,MMN,MM,495.008,500.812,607.341,100496.0,100504.0,100611.0,0.073555166374781,0.0676689484995622,0.067596982437308
youtube,query_16_3,VEQ,CFL,326592,2291,MMI,MMN,MM,448.436,451.66,448.848,100450.0,100453.0,100454.0,0.0314683922349427,0.0228066857137168,0.0228064586776036
youtube,query_16_4,VEQ,CFL,399616,5680,MMI,MMN,MM,499.498,488.301,497.862,100501.0,100490.0,100499.0,0.0639894130406662,0.0565230371181212,0.0565179753032368
youtube,query_16_5,VEQ,CFL,554744,6327,MMI,MM,MMN,507.245,525.291,525.369,100511.0,100527.0,100527.0,0.0777725821054411,0.0629383150795308,0.0629383150795308
youtube,query_16_6,VEQ,CFL,546124,4371,MMI,MMN,MM,542.2,556.053,552.17,100544.0,100560.0,100556.0,0.0574773233609166,0.0443416865552903,0.0434683161621385
youtube,query_16_7,VEQ,CFL,498572,6852,MMI,MMN,MM,514.652,512.354,505.077,100518.0,100516.0,100506.0,0.0746035535923914,0.0688646583628477,0.0681750343263088
youtube,query_16_8,VEQ,CFL,426044,3530,MMI,MMN,MM,481.214,482.413,493.215,100486.0,100487.0,100498.0,0.0371395020201819,0.0366216525520714,0.0351250771159625
youtube,query_16_9,VEQ,CFL,377344,2299,MMI,MMN,MM,457.242,457.196,453.021,100462.0,100459.0,100458.0,0.0243276064581632,0.0230541813077972,0.0228851858488124
youtube,query_16_10,VEQ,CFL,428872,2252,MMI,MMN,MM,481.6,465.614,481.891,100487.0,100471.0,100487.0,0.0279439131429936,0.0224144280439131,0.0224108591161045
youtube,query_16_11,VEQ,CFL,336780,7515,MMI,MM,MMN,423.849,438.071,452.739,100425.0,100441.0,100456.0,0.078386855862584,0.07482004360769,0.0748088715457513
youtube,query_16_12,VEQ,CFL,465076,6579,MMI,MM,MMN,518.051,511.805,526.578,100522.0,100515.0,100528.0,0.0692186784982391,0.0654529174750037,0.0654444532866465
youtube,query_16_13,VEQ,CFL,508416,7635,MMI,MMN,MM,495.154,503.067,494.898,100498.0,100506.0,100500.0,0.0946984019582479,0.0769605794678924,0.0759701492537313
youtube,query_16_14,VEQ,CFL,431732,2166,MMI,MMN,MM,519.122,506.667,474.365,100524.0,100512.0,100476.0,0.0305399705542954,0.0225047755491881,0.021557386838648
youtube,query_16_15,VEQ,CFL,475688,5969,MMI,MMN,MM,498.27,532.075,519.101,100502.0,100536.0,100520.0,0.0663867385723667,0.0637980424922415,0.0593812176681257
youtube,query_16_16,VEQ,CFL,524372,5480,MMI,MMN,MM,544.698,496.307,536.6,100548.0,100500.0,100540.0,0.0746409674981103,0.0545373134328358,0.0545056693853192
youtube,query_16_17,VEQ,CFL,461536,5672,MMI,MMN,MM,478.26,487.503,485.367,100482.0,100491.0,100489.0,0.0662805278557353,0.0565025723696649,0.0564439888943068
youtube,query_16_18,VEQ,CFL,509944,8287,MMI,MMN,MM,467.326,452.325,477.802,100471.0,100454.0,100481.0,0.0954802878442535,0.0825651541999323,0.082473303410595
youtube,query_16_19,VEQ,CFL,415680,3896,MMN,MMI,MM,443.8,432.714,447.147,100448.0,100437.0,100451.0,0.0566860465116279,0.0411501737407529,0.0387850792923913
youtube,query_16_20,VEQ,CFL,443536,2279,MMI,MMN,MM,459.208,447.239,453.703,100464.0,100452.0,100458.0,0.0348881191272495,0.0226874527137339,0.0226860976726592
youtube,query_16_21,VEQ,CFL,479676,5812,MMI,MMN,MM,473.53,446.609,479.523,100475.0,100450.0,100483.0,0.0715103259517292,0.0579990044798407,0.0578406297582675
youtube,query_16_22,VEQ,CFL,564164,9005,MMI,MMN,MM,464.329,465.055,468.379,100466.0,100467.0,100471.0,0.1082754364660681,0.0896612818139289,0.0896278528132496
youtube,query_16_23,VEQ,CFL,499500,13113,MMN,MM,MMI,429.897,441.017,420.496,100431.0,100442.0,100424.0,0.1306568688950622,0.1305529559347683,0.1285051382139727
youtube,query_16_24,VEQ,CFL,470608,5132,MMI,MMN,MM,441.762,440.599,474.398,100443.0,100442.0,100478.0,0.0599942255806776,0.0524880030266223,0.0510758574016202
youtube,query_16_25,VEQ,CFL,431540,6694,MMI,MM,MMN,471.654,453.381,468.833,100475.0,100455.0,100472.0,0.0696591191838765,0.0666368025484047,0.066625527510152
youtube,query_16_26,VEQ,CFL,492728,5925,MMI,MMN,MM,515.068,465.565,472.958,100519.0,100469.0,100476.0,0.0732597817328067,0.059391454080363,0.0589693061029499
youtube,query_16_27,VEQ,CFL,511304,16272,MMN,MMI,MM,422.038,425.371,426.829,687.489,693.134,745.133,23.668742336241014,23.475980113513405,21.83771219366207
youtube,query_16_28,VEQ,CFL,433352,5408,MMI,MM,MMN,452.034,440.468,448.584,100453.0,100442.0,100452.0,0.0713069793833932,0.0538420182792059,0.0538366583044638
youtube,query_16_29,VEQ,CFL,448048,7982,MMI,MMN,MM,494.878,484.995,445.681,100498.0,100489.0,100447.0,0.0859121574558697,0.0806854481585049,0.07946479237807
youtube,query_16_30,VEQ,CFL,429892,2692,MMI,MMN,MM,525.616,541.634,515.413,100530.0,100546.0,100517.0,0.0361583606883517,0.0267837606667594,0.0267815394410895
youtube,query_16_31,VEQ,CFL,441372,5806,MMI,MMN,MM,472.523,482.371,487.764,100474.0,100486.0,100489.0,0.0633198638453729,0.0577791931214298,0.0577774681805968
youtube,query_16_32,VEQ,CFL,349716,1294,MMI,MM,MMN,458.244,457.842,493.134,100460.0,100464.0,100501.0,0.0140453912004778,0.0128802357063226,0.0128754937761813
youtube,query_16_33,VEQ,CFL,374812,1449,MMI,MMN,MM,474.234,441.507,445.772,100479.0,100447.0,100451.0,0.044387384428587,0.0144255179348313,0.0144249435047933
youtube,query_16_34,VEQ,CFL,416872,4186,MMI,MM,MMN,467.866,469.374,523.267,100472.0,100473.0,100525.0,0.0464806115136555,0.0416629343206632,0.0416413827406117
youtube,query_16_35,VEQ,CFL,314620,2352,MMI,MMN,MM,430.02,432.994,432.777,100435.0,100438.0,100434.0,0.0237267884701548,0.0234572572134052,0.0234183642989425
youtube,query_16_36,VEQ,CFL,580548,10931,MMN,MMI,MM,530.876,493.57,511.419,100532.0,100497.0,100513.0,0.1168881550153185,0.1128590903211041,0.1087521017181857
youtube,query_16_37,VEQ,CFL,403896,7865,MMI,MMN,MM,435.23,448.336,458.138,100440.0,100452.0,100460.0,0.0884309040223018,0.0782961016206745,0.0782898666135775
