data,query,filter,order,mem_cost,coverage,engine_1,engine_2,engine_3,preproc_time_1,preproc_time_2,preproc_time_3,total_time_1,total_time_2,total_time_3,coverage_per_time_1,coverage_per_time_2,coverage_per_time_3
wordnet,query_8_1,VEQ,CFL,11146760,59277,MMI,MMN,MM,1057.65,1214.25,1129.04,101059.0,101215.0,101130.0,0.5947713711792122,0.59341994763622,0.58614654405221
wordnet,query_8_2,VEQ,CFL,8662400,24124,MMN,MM,MMI,861.431,870.399,978.405,100862.0,100871.0,100979.0,0.2488548710118776,0.2391569430262414,0.0002277701304231
wordnet,query_8_3,VEQ,CFL,11146760,59194,MMN,MMI,MM,1117.36,1343.15,1102.73,101118.0,101344.0,101104.0,0.5934057240056172,0.5928125986738239,0.5854763411932268
wordnet,query_8_4,VEQ,CFL,9663856,2929,MMN,MM,MMI,1020.22,1073.85,922.708,101021.0,101075.0,100924.0,0.0499797071895942,0.0289784813257482,0.0079366652134279
wordnet,query_8_5,VEQ,CFL,9910292,10279,MMN,MMI,MM,864.358,965.235,951.831,100865.0,100966.0,100953.0,0.1532146929063599,0.1434146148208308,0.1018196586530365
wordnet,query_8_6,VEQ,CFL,10418776,58411,MMI,MMN,MM,1127.53,1069.13,1040.99,101129.0,101070.0,101042.0,0.588950746076793,0.5849609181755219,0.5780863403337226
wordnet,query_8_7,VEQ,CFL,11146760,59206,MMI,MMN,MM,1233.86,1198.16,1158.21,101235.0,101199.0,101159.0,0.5935496616782733,0.5931777981995869,0.5852766436995225
wordnet,query_8_8,VEQ,CFL,298176,13397,MMN,MM,MMI,50.5623,88.3803,95.8366,347.325,486.651,527.089,38.57194270495933,27.528968398297756,25.41695994414605
wordnet,query_8_9,VEQ,CFL,10771372,59178,MMN,MMI,MM,1155.99,1077.62,1080.81,101157.0,101079.0,101082.0,0.5919016973615271,0.5907656387578033,0.5854454799074019
wordnet,query_8_10,VEQ,CFL,2297820,41318,MMI,MMN,MM,470.633,459.789,460.955,88588.3,100461.0,100462.0,0.5817246747030929,0.5098595474860891,0.4112798869224184
wordnet,query_8_11,VEQ,CFL,9363000,60850,MMN,MMI,MM,910.706,970.308,1134.73,38647.4,38902.7,63474.2,1.5744914276251445,1.5641587858940382,0.9586572182083428
wordnet,query_8_12,VEQ,CFL,518888,15069,MMN,MMI,MM,103.419,161.108,107.326,33725.0,34123.6,41156.1,0.446819866567828,0.4416005345274238,0.366142564528709
wordnet,query_8_13,VEQ,CFL,9809520,42890,MMI,MMN,MM,1081.93,1061.52,1215.34,101083.0,101063.0,101217.0,0.4557146107654106,0.4243887476128751,0.4237430471165911
wordnet,query_8_14,VEQ,CFL,10806768,41305,MMN,MM,MMI,991.723,1085.95,986.631,100993.0,101087.0,100988.0,0.4242175200261404,0.4086084264049779,0.3974927714183863
wordnet,query_8_15,VEQ,CFL,11242176,56601,MMN,MM,MMI,1326.06,1275.28,1182.57,101327.0,101276.0,101184.0,0.5616962902286656,0.5588787076898771,0.5435444339025933
