data,query,memory_usage,time_cost,MatCo_num_results,coverage,coverage_per_time
human,query_8_1,420,1554.57,497,510,0.3280649954649839
human,query_8_2,332,4.1214,47,54,13.102343863735623
human,query_8_3,344,1170.24,126,141,0.12048810500410172
human,query_8_4,396,4.80682,66,73,15.186755484915183
human,query_8_5,344,53.6363,113,120,2.237290790006022
human,query_8_6,280,4716.33,129,140,0.029684097592831714
human,query_8_7,344,144.366,149,156,1.0805868417771496
human,query_8_8,352,4.17057,58,81,19.421805652464773
human,query_8_9,408,3488.12,568,582,0.16685205784204674
human,query_8_10,280,13610.3,127,174,0.012784435317369934
human,query_8_11,352,28.356,276,288,10.156580617858653
human,query_8_12,408,5.05888,107,114,22.53463217154785
human,query_8_13,404,4.86496,103,124,25.488390449253437
human,query_8_14,408,3.15775,44,51,16.150740242261104
human,query_8_15,404,40051.8,82,90,0.002247090018426138
human,query_8_16,340,1495.56,80,87,0.05817218968145711
human,query_8_17,412,9.11209,259,273,29.9601957399455
human,query_8_18,344,98981.9,236,245,0.0024752000113152004
human,query_8_19,408,2291.56,123,130,0.05672991324687113
human,query_8_20,344,8.98734,565,579,64.42395636528717
human,query_8_21,408,2324.8,557,565,0.2430316586373021
human,query_8_22,404,1521.12,147,154,0.10124119070158831
human,query_8_23,284,1364.49,120,130,0.09527369200213999
human,query_8_24,404,72.4329,74,101,1.3943939839492827
human,query_8_25,280,2.31865,35,49,21.132986867358163
human,query_8_26,272,0.589968,8,15,25.42510780245708
human,query_8_27,288,58697.2,322,342,0.005826513019360379
human,query_8_28,408,1337.8,166,177,0.13230677231275229
human,query_8_29,268,1.39568,38,45,32.242347816118304
human,query_8_30,412,117.836,660,675,5.728300349638481
human,query_8_31,412,292.825,662,685,2.3392811406129943
human,query_8_32,400,1.2094,152,159,131.47015048784522
human,query_8_33,356,5.74545,299,316,55.000043512692656
human,query_8_34,412,559.944,118,129,0.2303801808752304
human,query_8_35,340,98.2672,44,52,0.5291694481983815
human,query_8_36,332,0.866464,21,28,32.31524910440595
human,query_8_37,340,3.57299,94,101,28.267641387185524
human,query_8_38,408,16455.7,150,157,0.009540767029053761
human,query_8_39,396,0.774496,2,9,11.620460273519813
human,query_8_40,336,0.964413,10,24,24.88560398916232
human,query_8_41,408,44882.9,113,124,0.002762744831550546
human,query_8_42,336,3810.61,56,70,0.018369762321518077
human,query_8_43,348,18.5205,18,25,1.3498555654544966
human,query_8_44,348,69.074,169,179,2.5914236905347887
human,query_8_45,272,11.794,129,138,11.700864846532134
human,query_8_46,336,2599.56,129,150,0.05770207265844989
human,query_8_47,348,40.1661,884,903,22.481644969265126
human,query_8_48,408,61.2504,117,167,2.726512806446978
human,query_8_49,340,3.37398,102,113,33.49160338828327
human,query_8_50,396,638.989,55,69,0.10798307952093071
