data,query,memory_usage,time_cost,MatCo_num_results,coverage,coverage_per_time
eu2005,query_8_1,1140,68718.3,22042,25398,0.3695958718419984
eu2005,query_8_2,1052,221.728,5161,6326,28.53045172463559
eu2005,query_8_3,1108,3097.54,10671,12464,4.023838271660737
eu2005,query_8_4,1132,94.1131,5432,6514,69.21459393006924
eu2005,query_8_5,1096,166.145,6239,7212,43.40786662252851
eu2005,query_8_6,1104,101.273,5505,6146,60.68744877706793
eu2005,query_8_7,900,3439.77,18866,22134,6.434732554792908
eu2005,query_8_8,804,265.253,5878,7072,26.66133842030062
eu2005,query_8_9,896,99.6702,3004,3919,39.31967629241238
eu2005,query_8_10,744,805.198,11184,13281,16.49407971703854
eu2005,query_8_11,960,4474.39,14815,17447,3.8993024747507476
eu2005,query_8_12,728,534.97,7921,9472,17.705665738265697
eu2005,query_8_13,1028,273.439,7308,8809,32.21559470302334
eu2005,query_8_14,1152,411.326,14823,16973,41.26410681551859
eu2005,query_8_15,1056,89.4904,8286,9770,109.1737214271028
eu2005,query_8_16,1036,11154.9,10948,12949,1.1608351486790558
eu2005,query_8_17,1088,765.093,9853,11733,15.33539059957417
eu2005,query_8_18,1068,3485.54,14648,17463,5.010127555558106
eu2005,query_8_19,1224,94.241,4638,5862,62.202226207277086
eu2005,query_8_20,1028,101.602,6887,7794,76.71108836440227
eu2005,query_8_21,848,345.217,10270,12079,34.989586260236315
eu2005,query_8_22,1000,92.0333,2009,2911,31.629855715268278
eu2005,query_8_23,952,982.651,11172,13122,13.353672870632606
eu2005,query_8_24,948,16054.8,16555,18941,1.1797717816478561
eu2005,query_8_25,1048,376.918,10157,12483,33.118609352697405
eu2005,query_8_26,964,23054.5,18377,22186,0.9623283957578781
eu2005,query_8_27,1260,100008.0,8687,10050,0.10049196064314855
eu2005,query_8_28,976,89.1501,7471,8623,96.72451292819639
eu2005,query_8_29,1256,590.198,13005,15384,26.065828755773488
eu2005,query_8_30,1168,10041.6,11131,12856,1.2802740599107711
eu2005,query_8_31,1160,85.2039,6998,8352,98.02368201455566
eu2005,query_8_32,908,140.677,39528,43032,305.8922211875431
eu2005,query_8_33,1200,155.626,6887,8257,53.05668718594579
eu2005,query_8_34,1036,124.169,4567,5515,44.41527273312985
eu2005,query_8_35,1032,235.148,7858,9587,40.770068212359874
eu2005,query_8_36,1004,833.752,12175,14103,16.91510185282914
eu2005,query_8_37,1056,111.049,4602,5598,50.41017929022323
eu2005,query_8_38,964,105.542,31088,34015,322.2887570824885
eu2005,query_8_39,1060,37586.4,15816,18626,0.4955515824872826
eu2005,query_8_40,1076,65457.5,14989,17167,0.2622617729060841
eu2005,query_8_41,1080,1679.64,15833,18122,10.789216736919816
eu2005,query_8_42,1068,1691.41,10882,12951,7.6569252871864295
eu2005,query_8_43,908,114.754,2978,3937,34.30817226414765
eu2005,query_8_44,1088,27263.6,13318,15488,0.5680834519285788
eu2005,query_8_45,1172,100007.0,5457,6209,0.062085654004219705
eu2005,query_8_46,972,100007.0,9145,11010,0.11009229353945224
eu2005,query_8_47,1040,2909.45,14801,16805,5.776005774287237
eu2005,query_8_48,1068,60997.0,18877,22472,0.3684115612243225
eu2005,query_8_49,920,476.916,5355,6597,13.832624613139421
eu2005,query_8_50,1172,106.203,8096,9389,88.40616555087898
