data,query,memory_usage,time_cost,MatCo_num_results,coverage,coverage_per_time
dblp,query_4_1,536,21.2623,1023,2104,98.9544875201648
dblp,query_4_2,592,409.699,5066,8139,19.865803919462824
dblp,query_4_3,592,25.5031,2463,4531,177.6646760589889
dblp,query_4_4,596,24.4934,2468,4499,183.68213477916498
dblp,query_4_5,464,40.769,2395,4303,105.5458804483799
dblp,query_4_6,528,24.061,1933,3546,147.37542080545282
dblp,query_4_7,532,21.2312,948,1926,90.71555069897131
dblp,query_4_8,596,32.5031,4077,6490,199.6732619350154
dblp,query_4_9,532,321.39,5082,8240,25.638632191418527
dblp,query_4_10,596,24.6309,2507,4615,187.3662756943514
dblp,query_4_11,528,21.875,1781,3167,144.77714285714285
dblp,query_4_12,532,22.3375,1012,2092,93.65416899832121
dblp,query_4_13,464,19.7539,1091,2268,114.81277114898829
dblp,query_4_14,596,25.3005,2471,4441,175.5301278630857
dblp,query_4_15,532,20.3016,732,1516,74.67391732671317
dblp,query_4_16,592,28.1486,2408,4460,158.4448249646519
dblp,query_4_17,536,22.4528,1129,2252,100.29929452005986
dblp,query_4_18,596,19.5544,721,1603,81.97643497115739
dblp,query_4_19,532,24.8046,2453,4351,175.4110124734928
dblp,query_4_20,596,24.4346,2016,3610,147.74131763974037
dblp,query_4_21,556,18.8326,640,1477,78.42783258817158
dblp,query_4_22,592,18.7856,559,1255,66.80649007750618
dblp,query_4_23,596,25.55,2428,4481,175.38160469667318
dblp,query_4_24,592,290.577,4811,7790,26.80872883951586
dblp,query_4_25,536,19.6044,604,1307,66.66870702495359
dblp,query_4_26,592,24.7638,2416,4441,179.3343509477544
dblp,query_4_27,532,290.292,5190,8294,28.571231725297288
dblp,query_4_28,596,352.166,5187,8348,23.704730155665228
dblp,query_4_29,596,24.3213,2516,4496,184.85853963398338
dblp,query_4_30,600,22.3977,1027,2127,94.96510802448465
dblp,query_4_31,528,18.6737,692,1552,83.11154190117652
dblp,query_4_32,596,25.3132,2367,4358,172.16314017982714
dblp,query_4_33,596,35.0029,4420,6998,199.92629182153482
dblp,query_4_34,620,18.2153,543,1129,61.980862242181026
dblp,query_4_35,596,25.7216,2520,4569,177.63280666832546
dblp,query_4_36,536,21.8478,1128,2258,103.35136718571206
dblp,query_4_37,596,23.4976,2532,4594,195.5093286122838
dblp,query_4_38,596,294.251,5394,8662,29.43745305878315
dblp,query_4_39,596,23.4116,2140,3756,160.4332894804285
dblp,query_4_40,532,288.181,5001,8090,28.072634906534436
dblp,query_4_41,600,25.2257,2616,4705,186.5161323570803
dblp,query_4_42,528,23.003,1709,3327,144.63330869886536
dblp,query_4_43,532,24.6183,2504,4495,182.5877497633874
dblp,query_4_44,596,20.3393,1067,2208,108.55830829969565
dblp,query_4_45,532,23.5184,1963,3305,140.5282672290632
dblp,query_4_46,528,24.6712,2319,4311,174.7381562307468
dblp,query_4_47,596,20.4285,956,2023,99.02831828083315
dblp,query_4_48,556,24.1744,2398,4374,180.93520418293733
dblp,query_4_49,596,23.8994,1914,3606,150.88244893177236
dblp,query_4_50,592,351.698,5175,8305,23.614009746998846
