data,query,memory_usage,time_cost,MatCo_num_results,coverage,coverage_per_time
youtube,query_4_1,460,73.198,8065,9268,126.61548129730322
youtube,query_4_2,444,52.2451,9848,11075,211.9816021023981
youtube,query_4_3,444,56.3719,5786,6924,122.82715324479041
youtube,query_4_4,312,56.417,6473,7736,137.12178953152417
youtube,query_4_5,372,50.9332,8216,9433,185.20336440671312
youtube,query_4_6,444,57.3794,6792,8093,141.04364981160487
youtube,query_4_7,400,70.6412,6527,7307,103.43822018878502
youtube,query_4_8,448,62.859,6365,7624,121.28732560174358
youtube,query_4_9,388,57.0289,7071,8346,146.34685221001982
youtube,query_4_10,368,48.4154,7007,8373,172.94084113732407
youtube,query_4_11,376,44.9196,1923,2260,50.31211319780229
youtube,query_4_12,436,51.6523,7794,9072,175.63593489544513
youtube,query_4_13,372,51.7064,9209,10610,205.19703557006483
youtube,query_4_14,376,61.121,7081,8254,135.043602035307
youtube,query_4_15,400,61.1872,6803,8189,133.83518121437163
youtube,query_4_16,324,62.2088,6959,8045,129.32253957639435
youtube,query_4_17,424,159.895,8481,9665,60.445917633446946
youtube,query_4_18,444,59.7724,6632,7946,132.9376100006023
youtube,query_4_19,444,52.8523,7226,8457,160.01195785235458
youtube,query_4_20,412,38.1164,1882,2214,58.085233652705924
youtube,query_4_21,480,54.2412,6104,7030,129.60627714726076
youtube,query_4_22,492,156.86,8861,9737,62.0744613030728
youtube,query_4_23,316,52.0939,6580,7841,150.51666317937418
youtube,query_4_24,440,51.4132,6404,7722,150.1948915842624
youtube,query_4_25,344,62.8385,6997,8290,131.9254915378311
youtube,query_4_26,368,40.6415,4939,6037,148.54274571558628
youtube,query_4_27,440,51.1994,6335,7585,148.1462673390704
youtube,query_4_28,440,51.7128,6544,7828,151.37451462693954
youtube,query_4_29,384,51.7903,6873,8131,156.99851130424037
youtube,query_4_30,444,51.0939,6342,7284,142.56104936205693
youtube,query_4_31,472,65.546,6404,7453,113.70640466237451
youtube,query_4_32,452,53.5918,6749,7955,148.4368877328248
youtube,query_4_33,440,57.4668,5357,6444,112.13431059324688
youtube,query_4_34,384,41.7896,2475,2839,67.93556291517507
youtube,query_4_35,320,61.6236,6712,7979,129.47961495271292
youtube,query_4_36,380,54.7542,6906,8142,148.7009215731396
youtube,query_4_37,472,64.9701,8234,9485,145.9902324299947
youtube,query_4_38,432,43.8503,7284,8613,196.41826851811734
youtube,query_4_39,444,51.0871,6347,7647,149.6855370533853
youtube,query_4_40,376,73.4087,5914,6840,93.17696676279515
youtube,query_4_41,324,63.4691,7343,8643,136.1765016362293
youtube,query_4_42,472,61.2232,6815,8076,131.91077892040926
youtube,query_4_43,308,49.3085,8997,10339,209.67987263859172
youtube,query_4_44,464,51.052,2814,3012,58.99866802475907
youtube,query_4_45,452,59.2432,7527,8804,148.60777270640344
youtube,query_4_46,312,56.2532,5421,6416,114.05573371825959
youtube,query_4_47,384,50.1985,6569,7804,155.46281263384364
youtube,query_4_48,432,41.9053,7998,9311,222.19146504141483
youtube,query_4_49,372,42.9615,5221,6208,144.50147224840845
youtube,query_4_50,380,54.2045,6289,7341,135.43156011032295
