data,query,memory_usage,time_cost,MatCo_num_results,coverage,coverage_per_time
dblp,query_16_1,808,100003.0,953,1525,0.015249542513724589
dblp,query_16_2,804,100003.0,167,285,0.002849914502564923
dblp,query_16_3,928,100003.0,80,116,0.0011599652010439686
dblp,query_16_4,868,100003.0,299,457,0.004569862904112877
dblp,query_16_5,928,100003.0,107,144,0.001439956801295961
dblp,query_16_6,872,100003.0,671,1095,0.010949671509854705
dblp,query_16_7,932,100003.0,399,558,0.005579832605021849
dblp,query_16_8,896,100003.0,142,217,0.0021699349019529413
dblp,query_16_9,868,100003.0,302,463,0.004629861104166875
dblp,query_16_10,936,100003.0,443,663,0.006629801105966821
dblp,query_16_11,872,100003.0,255,358,0.0035798926032219033
dblp,query_16_12,936,100003.0,499,716,0.007159785206443807
dblp,query_16_13,932,100002.0,289,419,0.004189916201675967
dblp,query_16_14,936,100003.0,334,512,0.005119846404607862
dblp,query_16_15,800,100003.0,183,245,0.0024499265022049337
dblp,query_16_16,956,100003.0,273,366,0.003659890203293901
dblp,query_16_17,808,100003.0,904,1314,0.013139605811825645
dblp,query_16_18,932,48394.5,362,540,0.011158292781204476
dblp,query_16_19,868,100003.0,1905,3090,0.030899073027809167
dblp,query_16_20,932,9642.84,546,860,0.08918534373690738
dblp,query_16_21,936,100003.0,1332,2090,0.020899373018809436
dblp,query_16_22,936,100003.0,532,757,0.007569772906812796
dblp,query_16_23,808,20775.3,410,640,0.030805812671778506
dblp,query_16_24,952,100003.0,83,121,0.0012099637010889674
dblp,query_16_25,868,66898.4,369,545,0.00814668213290602
dblp,query_16_26,864,100003.0,209,279,0.0027899163025109247
dblp,query_16_27,868,100003.0,79,99,0.0009899703008909733
dblp,query_16_28,932,100003.0,317,432,0.004319870403887883
dblp,query_16_29,932,15858.0,318,473,0.029827216546853323
dblp,query_16_30,804,32052.9,185,260,0.008111590526910201
dblp,query_16_31,864,100003.0,116,163,0.001629951101466956
dblp,query_16_32,872,26710.4,202,296,0.011081825805678687
dblp,query_16_33,868,100003.0,170,230,0.002299931002069938
dblp,query_16_34,924,100003.0,119,156,0.001559953201403958
dblp,query_16_35,864,95042.8,184,285,0.0029986490297003033
dblp,query_16_36,872,85565.3,640,1176,0.013743889170025699
dblp,query_16_37,936,44415.5,933,1528,0.03440240456597359
dblp,query_16_38,928,100003.0,76,94,0.0009399718008459747
dblp,query_16_39,928,100003.0,54,75,0.0007499775006749798
dblp,query_16_40,936,100003.0,124,181,0.0018099457016289512
dblp,query_16_41,872,100003.0,846,1386,0.013859584212473625
dblp,query_16_42,892,100003.0,247,362,0.0036198914032579024
dblp,query_16_43,872,1221.12,240,388,0.31774109014675056
dblp,query_16_44,868,100003.0,309,444,0.00443986680399588
dblp,query_16_45,800,100003.0,112,189,0.001889943301700949
dblp,query_16_46,864,100003.0,52,84,0.0008399748007559773
dblp,query_16_47,936,100003.0,1680,2765,0.027649170524884255
dblp,query_16_48,932,100003.0,106,140,0.0013999580012599622
dblp,query_16_49,928,100004.0,139,211,0.002109915603375865
dblp,query_16_50,872,100003.0,766,1404,0.01403957881263562
