data,query,memory_usage,time_cost,MatCo_num_results,coverage,coverage_per_time
eu2005,query_32_1,5032,100008.0,81,115,0.0011499080073594113
eu2005,query_32_2,5284,100011.0,515,579,0.005789363170051295
eu2005,query_32_3,5128,100010.0,524,614,0.006139386061393861
eu2005,query_32_4,4808,100009.0,2891,3575,0.03574678278954894
eu2005,query_32_5,5076,100007.0,184,218,0.0021798474106812524
eu2005,query_32_6,4952,100007.0,658,819,0.008189426740128191
eu2005,query_32_7,5580,100015.0,2271,2482,0.024816277558366247
eu2005,query_32_8,4836,100010.0,0,0,0.0
eu2005,query_32_9,6188,87354.6,4659,4859,0.05562385953344185
eu2005,query_32_10,5336,100007.0,565,700,0.006999510034297599
eu2005,query_32_11,4916,100009.0,31,63,0.0006299433051025408
eu2005,query_32_12,5424,100007.0,90,136,0.0013599048066635336
eu2005,query_32_13,4840,100007.0,765,902,0.009019368644194906
eu2005,query_32_14,5200,100010.0,0,0,0.0
eu2005,query_32_15,5868,100010.0,4392,4565,0.04564543545645435
eu2005,query_32_16,5028,100010.0,193,260,0.0025997400259974
eu2005,query_32_17,5020,100007.0,611,659,0.00658953873228874
eu2005,query_32_18,4900,100007.0,9131,9757,0.09756317057805954
eu2005,query_32_19,5804,100007.0,6196,6354,0.06353555251132421
eu2005,query_32_20,4944,100007.0,27,60,0.0005999580029397942
eu2005,query_32_21,4892,100008.0,2474,2849,0.028487720982321413
eu2005,query_32_22,5084,100007.0,0,0,0.0
eu2005,query_32_23,4900,100007.0,1778,2503,0.025028248022638415
eu2005,query_32_24,4940,100007.0,301,335,0.003349765516413851
eu2005,query_32_25,4940,100007.0,212,288,0.0028797984141110122
eu2005,query_32_26,4864,100009.0,111,207,0.002069813716765491
eu2005,query_32_27,4464,100009.0,1979,2305,0.0230479256866882
eu2005,query_32_28,5636,100010.0,746,921,0.00920907909209079
eu2005,query_32_29,5388,46174.5,4676,4814,0.10425667846971813
eu2005,query_32_30,5272,100006.0,6851,7317,0.0731656100633962
eu2005,query_32_31,5284,100007.0,1763,1913,0.01912866099373044
eu2005,query_32_32,4932,100007.0,0,0,0.0
eu2005,query_32_33,5008,100006.0,171,246,0.002459852408855469
eu2005,query_32_34,4960,100007.0,116,191,0.001909866309358345
eu2005,query_32_35,5248,100007.0,1302,1359,0.013589048766586339
eu2005,query_32_36,5088,100007.0,0,0,0.0
eu2005,query_32_37,6824,100008.0,6952,7096,0.07095432365410767
eu2005,query_32_38,5060,100008.0,1035,1141,0.011409087273018158
eu2005,query_32_39,4872,100006.0,244,322,0.0032198068115913045
eu2005,query_32_40,5352,100008.0,340,589,0.005889528837692984
eu2005,query_32_41,4992,100007.0,0,0,0.0
eu2005,query_32_42,5396,100006.0,735,926,0.009259444433334
eu2005,query_32_43,5112,100006.0,622,852,0.00851948883067016
eu2005,query_32_44,5296,100009.0,1022,1174,0.011738943495085443
eu2005,query_32_45,5040,100006.0,423,553,0.005529668219906805
eu2005,query_32_46,4848,100007.0,46,77,0.0007699461037727359
eu2005,query_32_47,4860,100007.0,0,0,0.0
eu2005,query_32_48,5144,100007.0,199,235,0.002349835511514194
eu2005,query_32_49,4988,100007.0,174,249,0.002489825712200146
eu2005,query_32_50,5148,100007.0,306,496,0.0049596528243022985
