data,query,filter,order,mem_cost,coverage,engine_1,engine_2,engine_3,preproc_time_1,preproc_time_2,preproc_time_3,total_time_1,total_time_2,total_time_3,coverage_per_time_1,coverage_per_time_2,coverage_per_time_3
eu2005,query_16_1,VEQ,CFL,835012,3091,MMI,MM,MMN,1256.77,1023.02,1150.77,101258.0,101028.0,101156.0,0.066394753994746,0.0305954784812131,0.0305468780892878
eu2005,query_16_2,VEQ,CFL,463612,2148,MMN,MMI,MM,854.28,867.65,859.851,5267.7,5342.97,5546.76,0.4077680961330372,0.4020235936192791,0.3872530991065054
eu2005,query_16_3,VEQ,CFL,966956,2135,MMI,MMN,MM,1182.89,1212.04,1215.45,101187.0,101217.0,101220.0,0.055155306511706,0.0210932946046612,0.0210926694329183
eu2005,query_16_4,VEQ,CFL,1041244,6470,MMI,MM,MMN,1430.38,1328.77,1351.59,101432.0,101334.0,101353.0,0.0714468806688224,0.0638482641561568,0.0638362949296024
eu2005,query_16_5,VEQ,CFL,761080,1144,MMN,MM,MMI,901.524,948.354,893.097,100907.0,100950.0,100898.0,0.0113371718513086,0.0113323427439326,0.000158575987631
eu2005,query_16_6,VEQ,CFL,463888,2214,MMN,MMI,MM,815.476,808.338,820.464,7047.07,7120.21,7121.81,0.3141731244332751,0.3109458850230541,0.3108760273020482
eu2005,query_16_7,VEQ,CFL,1240980,5690,MM,MMN,MMI,1205.78,1329.74,1238.97,101207.0,101331.0,101243.0,0.0562214076101455,0.0561526087771757,0.017887656430568
eu2005,query_16_8,VEQ,CFL,934280,3253,MMI,MM,MMN,1192.85,1177.22,1266.13,101198.0,101179.0,101271.0,0.0696851716437083,0.0321509404125361,0.0321217327764118
eu2005,query_16_9,VEQ,CFL,613740,770,MMN,MM,MMI,831.205,868.675,843.747,100836.0,100873.0,100852.0,0.0076361616882859,0.0076333607605603,0.0014080038075595
eu2005,query_16_10,VEQ,CFL,685524,1325,MMN,MM,MMI,876.245,1019.46,829.908,100878.0,101021.0,100835.0,0.0131346775312754,0.0131160847744528,0.0037883671344275
eu2005,query_16_11,VEQ,CFL,771384,5046,MM,MMN,MMI,1052.14,1218.9,1043.99,3421.91,3473.8,3867.68,1.4746150541656562,1.452587944038229,1.3046580896041038
eu2005,query_16_12,VEQ,CFL,1398956,10109,MMI,MMN,MM,1333.84,1301.14,1265.23,101337.0,101304.0,101267.0,0.1918548999871715,0.1052673142225381,0.099825214531881
eu2005,query_16_13,VEQ,CFL,1046736,8349,MMI,MMN,MM,1123.04,1115.51,1123.89,101124.0,101117.0,101127.0,0.1117439974684545,0.0825874976512357,0.0825595538283544
eu2005,query_16_14,VEQ,CFL,1246204,2199,MMI,MM,MMN,1124.55,1115.76,1143.19,101128.0,101120.0,101145.0,0.1397535796218653,0.0217464398734177,0.0217410648079489
eu2005,query_16_15,VEQ,CFL,586204,1914,MMI,MM,MMN,853.511,838.063,862.986,100858.0,100843.0,100868.0,0.0379345218029308,0.0189799986117033,0.0189752944442241
eu2005,query_16_16,VEQ,CFL,1377056,5087,MMN,MM,MMI,1185.55,1268.6,1177.01,101187.0,101270.0,101182.0,0.0502732564459861,0.0502320529278167,0.0265165740942064
eu2005,query_16_17,VEQ,CFL,1494060,602,MMI,MMN,MM,1206.16,1199.7,1248.83,101209.0,101204.0,101250.0,0.0518728571569722,0.0059483814868977,0.0059456790123456
eu2005,query_16_18,VEQ,CFL,705036,4889,MMN,MM,MMI,1032.35,1001.29,1066.41,44712.8,45444.7,52682.8,0.1093422912454599,0.107581302110037,0.0928006863720227
eu2005,query_16_19,VEQ,CFL,819740,6372,MMN,MM,MMI,1025.41,1074.38,1016.46,101027.0,101076.0,101018.0,0.0630722480129074,0.0630416716134393,0.0477736640994674
eu2005,query_16_20,VEQ,CFL,595120,4864,MMN,MMI,MM,729.873,732.429,731.989,7936.27,8233.75,8435.31,0.6128823742135789,0.5907393350538941,0.5766237399692483
